temp,pH,turbidity,NO2,NH4,TOC,TP,TN,salinity,chlorophyll,source
30.84,8.16,3.85,0.013500000000000002,0.033,1022.0835,0.6034999999999999,60.596000000000004,41.364999999999995,13.399999999999999,cleaned
31.025,8.09,2.8,0.0445,2.527,699.05,0.493,56.599999999999994,39.629999999999995,0.9049999999999999,cleaned
26.825,8.215,1.92,0.03,1.4300000000000002,734.583,0.295,68.81,41.8,0.84,cleaned
30.105,8.094999999999999,1.66,0.05,1.9,669.705,0.37,55.644999999999996,35.91,1.315,cleaned
32.29,8.08,2.06,0.043,3.199,799.05,0.353,60.0,38.82,0.9250000000000002,cleaned
20.15,8.14,3.32,0.095,2.92,685.79,0.3365,58.93,19.99,0.395,cleaned
25.045,8.1,10.5,0.5694999999999999,14.988,606.8499999999999,0.4585,53.8,18.365000000000002,0.505,cleaned
20.725,8.2,2.78,0.17049999999999998,6.952500000000001,778.8499999999999,0.3805,62.025,29.765,0.41,cleaned
20.57,8.21,19.3,0.02,0.55,972.5,0.62,62.045,25.275,4.92,cleaned
18.75,8.0,2.2,0.095,8.33,813.6665,0.28500000000000003,65.235,38.1,0.21,cleaned
21.88,8.135,4.88,0.02,0.643,931.7,0.48350000000000004,79.5235,33.665000000000006,4.445,cleaned
25.275,8.155000000000001,6.85,0.14,6.995,754.75,0.435,55.575,21.335,2.565,cleaned
23.725,8.14,6.51,0.582,10.460999999999999,559.5,0.316,51.45,20.759999999999998,0.815,cleaned
23.369999999999997,8.205,18.7,0.025,3.19,867.5,0.615,61.144999999999996,21.740000000000002,6.16,cleaned
25.5855,8.175,5.51,0.2315,14.2815,591.95,0.328,50.426,16.75,0.665,cleaned
25.03,8.120000000000001,3.52,0.1085,7.688,850.85,0.28,52.599999999999994,30.255,0.48500000000000004,cleaned
24.64,8.3,7.58,0.026500000000000003,0.9504999999999999,751.0999999999999,0.749,56.55,23.35,0.68,cleaned
24.3,8.24,3.03,0.08499999999999999,0.5934999999999999,699.55,0.3945,70.0,25.1,0.31,cleaned
24.2935,8.125,2.4,0.10500000000000001,3.71,811.9165,0.22999999999999998,64.64500000000001,39.935,0.09500000000000001,cleaned
27.015,8.254999999999999,1.93,0.07700000000000001,3.3555,835.4,0.321,61.965,31.36,0.32499999999999996,cleaned
28.57,8.32,3.27,0.052,1.52,751.115,0.47850000000000004,67.14500000000001,28.490000000000002,0.415,cleaned
29.58,8.27,2.63,,,656.7,0.41500000000000004,55.35,25.435000000000002,0.32,cleaned
28.485,8.13,2.96,0.1335,8.0775,1011.25,0.35050000000000003,48.97,36.769999999999996,0.535,cleaned
25.505,8.105,1.97,0.06,2.8,1105.833,0.29000000000000004,83.695,47.705,0.34,cleaned
28.6645,8.18,3.53,0.11499999999999999,11.715,993.75,0.325,74.705,36.355000000000004,0.25,cleaned
31.12,8.14,3.01,0.165,8.11,951.667,0.28,83.81,43.28,0.45999999999999996,cleaned
29.64,8.1,2.08,0.0355,3.1574999999999998,1069.15,0.252,84.881,41.995000000000005,0.615,cleaned
33.394999999999996,8.06,3.43,0.148,9.9515,871.25,0.3045,75.95,35.13,0.68,cleaned
31.490000000000002,8.09,3.23,0.113,6.3004999999999995,969.5835,0.26949999999999996,39.8405,33.225,0.735,cleaned
30.005000000000003,8.235,2.31,0.127,3.7800000000000002,684.295,0.2505,58.81,33.239999999999995,0.41,cleaned
30.15,8.03,3.68,0.14500000000000002,10.21,1055.0,0.34,91.735,33.625,2.1,cleaned
32.22,7.955,1.96,0.19,6.115,970.42,0.19,76.62,41.025,0.405,cleaned
29.41,,3.4,0.06,1.1349999999999998,998.75,0.32,77.5,42.315,0.625,cleaned
30.985,8.02,2.37,0.126,9.6385,775.5999999999999,0.27749999999999997,68.95,27.86,0.395,cleaned
27.83,8.035,5.68,0.058499999999999996,6.0865,982.085,0.325,79.2855,34.36,0.23500000000000001,cleaned
30.225,8.085,2.18,0.122,3.526,1092.5,0.2575,42.7175,37.864999999999995,0.7200000000000001,cleaned
31.265,8.1,4.5,0.019000000000000003,1.18,1052.0,0.4975,50.05,33.74,4.395,cleaned
26.325,8.2,3.86,0.05,1.9049999999999998,948.3335,0.325,80.595,39.209999999999994,1.585,cleaned
29.91,7.93,15.8,,0.43,1009.585,0.78,76.015,28.52,15.854999999999999,cleaned
31.415,8.094999999999999,2.51,0.1135,9.4225,815.8499999999999,0.3215,69.285,32.04,0.5249999999999999,cleaned
24.37,8.32,14.3,0.010499999999999999,0.35850000000000004,951.25,1.13,93.0,21.85,17.705,cleaned
23.82,7.86,22.3,0.11449999999999999,1.045,1772.0,2.774,148.05,35.51,34.27,cleaned
24.67,7.98,20.3,0.3305,18.4485,2729.0,5.595,310.25,,41.655,cleaned
28.22,8.07,28.2,,,1370.5,2.592,161.9,30.26,27.685000000000002,cleaned
32.81,8.1,78.9,0.04,7.0545,5677.0,5.5115,346.0,20.88,40.37,cleaned
30.38,7.84,42.8,,0.4465,2731.5,4.2364999999999995,168.9,29.59,44.81,cleaned
30.36,7.92,34.6,0.0925,0.3835,1541.5,2.365,196.7,30.98,36.755,cleaned
19.48,8.14,1.37,0.07550000000000001,3.6395,769.46,0.392,68.81,22.86,0.22999999999999998,cleaned
24.927,8.2,5.5,0.2385,7.8205,840.45,0.5780000000000001,60.5,19.5,4.335,cleaned
22.43,8.07,2.51,0.5755,16.205,810.55,0.47550000000000003,78.215,31.745,2.15,cleaned
20.348,8.1,17.3,0.02,0.325,1092.5,1.065,73.72,28.705,25.115,cleaned
19.325,8.0,1.24,0.125,7.125,878.333,0.36,67.975,39.519999999999996,0.53,cleaned
24.619999999999997,7.945,4.01,0.175,11.631,746.6,0.5055000000000001,61.9045,35.155,3.105,cleaned
23.424999999999997,8.05,13.2,,2.4299999999999997,1113.75,1.005,86.58,23.520000000000003,16.96,cleaned
24.0995,8.21,2.1,0.161,9.9165,553.2,0.23950000000000002,47.69,17.525,0.595,cleaned
25.205,8.165,1.47,0.122,8.68,936.65,0.2955,63.7,33.73,0.54,cleaned
25.994999999999997,7.945,2.52,0.06,1.11,935.0,0.55,80.3,34.675,4.595,cleaned
23.775,8.225000000000001,1.83,0.072,4.044499999999999,722.85,0.4435,75.475,28.625,0.38999999999999996,cleaned
25.19,8.28,2.55,0.131,3.2809999999999997,842.5,0.929,65.1,26.2,1.93,cleaned
24.865000000000002,8.11,1.72,0.045,2.455,923.3335,0.33,76.905,40.545,0.38999999999999996,cleaned
27.314999999999998,8.205,1.85,0.2395,10.356,820.9000000000001,0.3715,70.71,33.97,0.345,cleaned
30.075,8.2,1.13,,,678.45,0.426,59.3,26.975,0.715,cleaned
29.595,8.16,4.02,0.066,7.117,818.335,0.435,82.025,34.47,0.745,cleaned
28.525,8.105,2.84,0.1325,5.188000000000001,986.7,0.24,44.705,38.415,0.52,cleaned
27.14,8.08,1.72,0.07,2.825,691.4165,0.36,57.980000000000004,43.11,0.41500000000000004,cleaned
28.208,8.235,7.97,0.05,1.94,875.0,0.51,68.00999999999999,38.81,0.815,cleaned
31.805,8.09,2.62,0.08,7.695,1031.25,0.335,88.57,44.114999999999995,0.455,cleaned
33.35,8.16,2.62,0.0445,2.543,885.8,0.623,63.8,36.08,5.11,cleaned
30.615000000000002,8.065000000000001,5.42,0.0215,0.189,1100.4,0.762,108.93,41.485,8.345,cleaned
30.990000000000002,8.23,3.67,0.005,0.278,1375.8335,0.5445,46.521,34.974999999999994,7.19,cleaned
31.815,8.155000000000001,1.77,0.063,7.014,773.42,0.368,67.25999999999999,34.57,0.9199999999999999,cleaned
30.25,8.260000000000002,10.9,0.2,1.81,825.205,0.565,76.52,31.98,7.294999999999999,cleaned
32.935,8.19,0.96,0.16,2.855,1076.665,0.265,86.95,42.7,0.345,cleaned
30.73,,3.2,0.06,4.3149999999999995,718.375,0.475,75.0,37.629999999999995,1.585,cleaned
31.560000000000002,8.004999999999999,3.58,0.039,7.218,882.95,0.326,85.80000000000001,31.035,6.495,cleaned
28.525,8.12,2.81,0.038,4.5915,910.415,0.34450000000000003,74.286,36.644999999999996,0.415,cleaned
30.35,8.08,3.11,0.0485,3.0475000000000003,1000.833,0.6525000000000001,64.5355,39.265,6.47,cleaned
31.355,8.04,6.97,0.0315,0.4625,1080.0,0.8545,43.849999999999994,34.585,14.07,cleaned
26.884999999999998,8.13,3.93,0.045,2.9850000000000003,834.5,0.33,77.74,40.165,1.265,cleaned
29.94,7.385,11.4,,24.439999999999998,1274.585,1.73,111.50999999999999,29.314999999999998,36.625,cleaned
31.48,7.985,2.39,0.0775,11.131,754.9,0.302,62.144999999999996,34.0,0.64,cleaned
23.835,8.12,2.64,0.001,,368.6,0.3195,26.549999999999997,30.805,0.49,cleaned
23.93,8.165,4.01,0.004,0.012,267.05,0.38,20.85,39.105000000000004,1.5899999999999999,cleaned
24.23,8.16,1.86,0.0075,0.365,,,,32.26,0.3,cleaned
27.31,8.36,4.75,,,706.15,0.87,53.2,36.24,5.07,cleaned
32.57,8.36,4.86,0.0335,0.6595,328.0,0.605,21.4,37.805,1.7299999999999998,cleaned
29.49,8.26,2.37,0.0135,0.73,807.2,0.484,27.9,37.47,0.735,cleaned
20.0,8.25,7.9,0.116,1.2365,656.96,0.46199999999999997,51.785,2.69,1.005,cleaned
21.535,8.115,4.75,0.1225,1.2525,598.3,0.6285000000000001,39.165,13.06,0.655,cleaned
23.825,8.44,7.64,0.293,2.7515,532.45,0.305,44.05,1.55,1.6450000000000002,cleaned
21.604999999999997,8.13,16.7,0.015,1.3,681.83,0.615,39.4,22.915,3.83,cleaned
19.240000000000002,7.975,3.7,0.245,2.97,713.75,0.31,49.525,37.58,0.36000000000000004,cleaned
22.46,8.07,4.49,0.1605,2.653,615.6,0.406,43.214,25.875,0.66,cleaned
25.759999999999998,7.845,10.2,0.22999999999999998,4.625,735.75,0.44,49.565,14.885,1.6000000000000003,cleaned
23.130000000000003,8.254999999999999,9.38,0.44499999999999995,1.94,785.04,0.45,51.995,3.9850000000000003,3.15,cleaned
24.02,8.2,7.09,0.1405,1.667,624.95,0.377,41.75,18.155,0.64,cleaned
24.6905,8.315000000000001,8.24,0.244,2.5355,466.1,0.575,28.575499999999998,1.135,0.75,cleaned
25.8765,8.01,2.41,0.109,2.356,632.25,0.358,43.1,27.645,0.41,cleaned
26.005,7.970000000000001,14.9,0.17,3.985,659.71,0.375,55.81,31.945,1.165,cleaned
26.39,8.17,11.9,0.104,0.5934999999999999,537.45,0.4265,55.480000000000004,20.965,0.61,cleaned
24.325,7.984999999999999,8.01,0.16999999999999998,3.5549999999999997,733.083,0.4,59.405,29.25,0.4749999999999999,cleaned
26.15,8.325,19.8,0.1255,4.1114999999999995,584.75,1.0705,49.3,12.945,2.125,cleaned
27.095,8.19,15.2,0.315,3.6265,553.5999999999999,0.39,45.0,29.38,0.505,cleaned
28.465,8.14,14.1,0.097,4.4895,1000.0,0.5515000000000001,70.475,21.54,3.73,cleaned
30.235,8.195,8.73,,,491.15,0.437,44.15,25.59,0.87,cleaned
28.634999999999998,8.105,4.15,0.149,4.454000000000001,859.15,0.3695,35.715,31.634999999999998,0.705,cleaned
25.21,7.91,6.58,0.17,3.335,722.583,0.29000000000000004,55.115,41.894999999999996,0.4000000000000001,cleaned
28.0615,8.190000000000001,6.19,0.15000000000000002,3.625,808.21,0.5,47.87,29.7,0.27,cleaned
30.310000000000002,8.085,4.76,0.06,1.55,655.7915,0.24,49.17,40.975,0.63,cleaned
29.575,7.93,3.13,0.0305,0.9430000000000001,697.6500000000001,0.315,51.786,33.004999999999995,1.025,cleaned
32.625,8.18,6.76,0.316,6.458,803.7,0.486,50.95,14.114999999999998,2.15,cleaned
30.78,8.15,4.39,0.003,0.4415,704.7085,0.328,20.535,28.855,0.68,cleaned
29.815,8.1,8.11,0.1365,5.3215,764.25,0.4175,60.235,29.03,0.505,cleaned
29.619999999999997,8.195,9.99,0.72,10.945,977.92,0.445,72.735,5.029999999999999,1.43,cleaned
31.630000000000003,8.094999999999999,7.91,0.62,13.52,1034.165,0.625,71.86000000000001,13.004999999999999,1.055,cleaned
29.705,,5.46,0.22,4.529999999999999,892.5,0.335,59.29,13.295,1.255,cleaned
26.979999999999997,8.1,7.91,0.3625,4.618499999999999,802.875,0.616,59.762,13.065,1.45,cleaned
30.765,7.95,11.9,0.065,1.6355,741.1665,0.4905,36.4555,27.104999999999997,7.105,cleaned
26.310000000000002,7.984999999999999,6.97,0.14500000000000002,2.455,835.4165,0.315,60.475,20.509999999999998,1.025,cleaned
29.314999999999998,7.869999999999999,6.89,0.08,6.675,685.5,0.51,47.265,11.745,3.4500000000000006,cleaned
29.36,8.18,5.65,0.132,1.214,904.2,0.505,46.2,7.555,1.93,cleaned
30.89,8.075,9.2,0.2015,5.3335,759.8499999999999,0.426,56.665,14.09,1.8999999999999997,cleaned
20.33,7.98,6.95,0.0245,0.651,327.795,0.614,25.955,29.18,1.46,cleaned
24.560000000000002,8.51,0.51,0.002,,425.0,0.312,29.9,30.58,0.515,cleaned
20.365000000000002,8.155000000000001,3.96,0.0135,0.3155,335.15,0.429,25.48,33.54,0.9,cleaned
23.31,8.27,2.91,,0.565,396.83500000000004,0.58,22.490000000000002,29.98,0.29000000000000004,cleaned
18.53,8.1,5.22,0.025,0.525,346.125,0.38,22.38,34.49,1.33,cleaned
22.98,8.26,4.05,0.0055,0.431,300.7,0.537,20.357,34.18,3.14,cleaned
23.71,8.375,2.9,0.014,0.0495,808.5,1.0365,64.05,27.465,11.63,cleaned
24.88,8.25,2.54,0.09,2.92,382.41499999999996,0.555,28.97,27.29,1.485,cleaned
26.871,8.24,4.73,0.074,1.7405,518.2,0.893,41.1025,26.35,3.985,cleaned
23.79,8.485,1.48,0.010499999999999999,0.232,300.4,0.41400000000000003,24.7,40.41,3.0700000000000003,cleaned
24.51,8.68,0.49,0.0085,0.31000000000000005,501.1,0.8285,31.1,32.14,0.205,cleaned
24.9,8.51,4.13,0.039,0.455,486.7,0.4465,52.855000000000004,34.0,0.29000000000000004,cleaned
24.597,8.184999999999999,5.62,0.02,0.7949999999999999,501.83349999999996,0.535,41.43,38.905,0.38999999999999996,cleaned
21.72,8.37,3.04,0.011,0.4155,462.04999999999995,0.4655,31.785,36.59,0.665,cleaned
30.560000000000002,8.254999999999999,2.51,0.026000000000000002,0.5625,599.115,0.5255000000000001,51.665000000000006,39.45,0.785,cleaned
28.475,8.325,7.25,0.0225,0.21100000000000002,979.2,0.7355,41.785,43.224999999999994,7.989999999999999,cleaned
27.13,8.22,4.89,0.02,0.445,375.667,0.505,36.43,38.87,0.635,cleaned
29.1825,8.165,4.08,0.165,1.71,526.5,0.66,43.59,40.120000000000005,0.695,cleaned
28.03,8.73,0.83,,,770.45,0.3875,56.8,33.21,0.49,cleaned
31.72,8.02,4.02,0.04,1.245,540.6665,0.565,50.28,40.25,2.885,cleaned
32.855000000000004,8.47,0.92,,0.39049999999999996,404.5,0.4895,82.3,37.974999999999994,0.8649999999999999,cleaned
31.325,8.205,2.98,0.011,1.0415,646.2915,0.45299999999999996,24.883499999999998,40.364999999999995,1.45,cleaned
28.81,8.12,9.89,,0.1565,342.7,0.6890000000000001,40.357,37.0,8.1,cleaned
30.705,8.094999999999999,2.17,0.010499999999999999,0.3145,721.795,0.5980000000000001,63.095,40.135000000000005,1.385,cleaned
30.77,8.035,2.46,0.045,1.295,412.795,0.515,38.379999999999995,35.315,1.315,cleaned
33.99,8.11,1.45,0.13,2.005,438.25,0.38,39.16,41.49,0.8850000000000001,cleaned
29.8,,2.54,0.02,1.37,370.04150000000004,0.445,25.715,37.01,0.94,cleaned
29.9,8.26,0.85,0.025500000000000002,0.796,676.25,0.418,29.65,36.53,1.145,cleaned
31.895,8.355,1.69,0.046,2.0755,763.05,0.4375,68.0,37.875,4.635,cleaned
31.11,8.38,5.5,0.0155,0.185,456.75,0.569,23.1825,40.245000000000005,12.505,cleaned
28.055,7.92,13.5,0.017,0.1995,831.79,1.604,125.5955,37.025,33.55,cleaned
26.445,7.95,3.7,0.035,1.055,449.41650000000004,0.49,42.14,36.355000000000004,1.345,cleaned
30.08,7.8,7.64,,23.8,306.41499999999996,0.575,45.955,33.66,2.525,cleaned
31.314999999999998,7.945,4.11,0.0215,1.9725000000000001,485.20000000000005,0.47,40.835,37.74,2.395,cleaned
24.76,8.43,1.38,0.022,,423.2,0.277,27.0,30.73,0.305,cleaned
23.905,8.434999999999999,1.05,0.051,0.48350000000000004,274.8,0.348,21.1,39.965,1.7749999999999997,cleaned
24.79,8.47,0.99,0.0135,0.3345,430.75,0.8574999999999999,25.799999999999997,32.22,0.20000000000000004,cleaned
28.165,8.594999999999999,4.53,,,961.25,1.3940000000000001,76.55000000000001,34.215,14.46,cleaned
32.69,8.445,0.83,0.003,0.2625,310.75,0.49850000000000005,25.6,37.81,0.4749999999999999,cleaned
29.564999999999998,8.19,1.07,0.0225,0.8205,737.5,0.398,26.25,37.49,0.9550000000000001,cleaned
20.575,7.76,14.2,0.023,1.126,331.58,0.6875,29.645,28.285,1.42,cleaned
24.634999999999998,8.535,0.34,0.007,,420.65,0.2855,27.5,30.595,0.33,cleaned
19.96,8.165,4.2,0.0225,0.481,352.0,0.443,23.93,33.785,0.695,cleaned
22.375,8.145,2.71,0.01,1.01,359.045,0.645,20.055,30.275,0.785,cleaned
19.759999999999998,8.09,10.5,0.02,0.845,333.70849999999996,0.46499999999999997,23.810000000000002,34.565,1.72,cleaned
22.665,8.254999999999999,4.29,0.0075,0.3315,299.5,0.5565,20.714,34.51,5.650000000000001,cleaned
25.655,8.01,8.01,0.08,2.99,447.66499999999996,0.905,34.614999999999995,27.985,9.71,cleaned
23.925,8.23,4.24,0.0115,0.1335,798.45,1.21,69.9,28.12,15.0,cleaned
24.29,8.16,5.45,0.17,2.68,365.91499999999996,0.75,31.54,27.31,8.219999999999999,cleaned
26.67,8.28,15.2,0.0815,0.243,439.2,0.875,36.090500000000006,27.93,11.865,cleaned
23.950000000000003,8.45,0.62,0.026,0.21800000000000003,312.2,0.3165,21.6,40.46,1.22,cleaned
26.525,7.92,22.7,0.15,5.17,383.67,1.07,49.34,33.385,4.56,cleaned
24.625,8.51,0.45,0.014,0.22699999999999998,445.05,0.866,27.1,32.05,0.155,cleaned
24.88,8.27,5.07,0.0665,0.367,375.45,0.4385,39.644999999999996,33.385000000000005,0.6,cleaned
25.075000000000003,8.25,7.97,0.02,0.215,421.0,0.655,33.93,38.215,0.595,cleaned
22.175,8.405000000000001,3.5,0.031,0.3345,410.6,0.426,28.924999999999997,36.3,0.525,cleaned
30.045,8.395,2.91,0.036500000000000005,0.28700000000000003,456.95,0.5335000000000001,38.215,37.25,0.635,cleaned
28.075,8.42,8.72,0.022,0.187,1225.0,1.057,41.43,43.045,14.545,cleaned
26.825,8.165,5.75,0.05,0.51,291.917,0.495,28.335,36.8,0.7600000000000001,cleaned
28.6635,8.24,5.06,0.14500000000000002,1.0550000000000002,401.75,0.685,29.045,38.644999999999996,0.765,cleaned
28.34,8.705,0.56,,,760.3,0.352,53.25,33.1,0.395,cleaned
31.2,8.05,11.9,0.1,4.27,416.542,0.74,38.93,39.345,2.7449999999999997,cleaned
32.85,8.45,0.64,0.0405,0.4495,333.9,0.4585,53.25,37.74,0.55,cleaned
31.045,8.285,1.92,0.0205,0.8925,515.1665,0.388,18.135,39.14,1.28,cleaned
28.835,7.76,15.3,0.0225,0.6395,251.9,0.632,36.071,35.56,10.64,cleaned
30.195,8.16,3.51,0.043,0.9279999999999999,1084.165,0.533,51.905,38.65,1.3549999999999998,cleaned
30.66,8.145,2.68,0.07,0.895,342.71000000000004,0.435,30.104999999999997,35.43,0.975,cleaned
32.665,8.055,1.68,0.26,2.1550000000000002,323.58500000000004,0.365,31.69,40.2,0.87,cleaned
30.185000000000002,,,0.09,2.565,258.292,0.855,25.71,37.535,6.544999999999999,cleaned
29.6,8.17,1.71,0.0185,0.8140000000000001,911.65,0.4585,34.1,36.0,0.94,cleaned
31.865000000000002,8.19,0.88,0.0595,1.232,642.0999999999999,0.331,56.650000000000006,37.95,2.005,cleaned
31.26,8.445,3.99,0.044,0.299,462.208,0.4895,22.492,40.04,6.185,cleaned
27.965,7.87,16.8,0.051000000000000004,2.6435,590.0,1.2854999999999999,79.524,37.415,15.155000000000001,cleaned
26.475,8.02,14.7,0.1,4.005,413.708,0.585,48.575,36.925,1.755,cleaned
31.0685,7.84,2.51,,21.59,296.92,0.56,40.25,33.995000000000005,1.62,cleaned
31.86,8.135,3.51,0.040999999999999995,1.939,459.3,0.47050000000000003,39.045,37.894999999999996,1.6000000000000003,cleaned
20.205,8.07,1.98,0.117,1.858,451.75,0.398,38.81,28.415,0.385,cleaned
24.0,8.23,1.65,0.2215,5.106,313.0,0.20350000000000001,31.549999999999997,27.564999999999998,0.33499999999999996,cleaned
20.45,8.205,4.14,0.025,0.841,698.7,0.371,54.045,33.0,2.945,cleaned
19.57,8.15,4.43,0.12,2.37,583.205,0.5449999999999999,38.715,29.119999999999997,1.5750000000000002,cleaned
18.82,8.06,1.69,0.16,2.685,366.41650000000004,0.24,30.950000000000003,38.905,0.30000000000000004,cleaned
22.715,8.05,1.91,0.063,1.637,687.75,0.30500000000000005,54.2855,37.885000000000005,1.05,cleaned
25.755000000000003,8.05,4.37,0.135,3.4749999999999996,292.41499999999996,0.305,28.485,33.67,0.665,cleaned
23.715,8.04,3.94,0.1,4.46,408.71000000000004,0.33,36.120000000000005,31.71,0.57,cleaned
21.28,8.09,1.98,0.2025,1.6320000000000001,249.15,0.5105,18.950000000000003,33.93,0.31000000000000005,cleaned
25.3825,8.059999999999999,1.53,0.1985,6.8065,254.89999999999998,0.3125,33.8095,31.66,0.33499999999999996,cleaned
24.8465,7.94,0.93,0.1485,1.751,177.35,0.19,54.3,35.185,0.305,cleaned
23.990000000000002,8.225000000000001,1.25,0.0275,0.205,148.10000000000002,0.1775,21.07,36.55,0.215,cleaned
24.7275,8.14,1.22,0.03,0.965,217.5,0.21500000000000002,20.355,39.8,0.215,cleaned
25.87,8.25,1.06,0.0835,1.127,190.25,0.196,16.55,36.44,0.285,cleaned
26.94,8.26,3.86,0.07,1.8639999999999999,537.8,0.8865000000000001,41.1,30.17,0.7399999999999999,cleaned
29.17,8.315000000000001,1.34,0.053500000000000006,1.617,352.28,0.218,30.235,37.974999999999994,0.28,cleaned
30.07,8.145,2.26,,,147.5,0.189,15.45,37.97,0.34,cleaned
29.125,8.22,1.18,0.051000000000000004,2.6885,189.15,0.26549999999999996,10.945,38.92,0.47,cleaned
26.630000000000003,8.190000000000001,2.58,0.060000000000000005,1.44,571.3335,0.29,50.475,41.18,0.53,cleaned
27.807,8.2,1.77,0.08,2.045,387.295,0.225,26.27,37.575,0.22,cleaned
30.38,8.175,1.84,0.09,2.01,150.75,0.20500000000000002,14.645,38.125,0.355,cleaned
31.655,8.16,6.06,0.026000000000000002,0.20049999999999998,1015.8330000000001,0.8445,41.466,38.11,14.435,cleaned
30.795,8.115,2.72,0.004,0.21250000000000002,727.15,0.5735,67.4405,41.605000000000004,3.1,cleaned
32.94,8.024999999999999,1.95,0.3105,7.957,459.54999999999995,0.34750000000000003,31.3,40.785,1.12,cleaned
30.14,8.19,1.3,0.0655,1.431,170.92,0.20450000000000002,14.17,37.44,0.3499999999999999,cleaned
30.685000000000002,8.254999999999999,2.12,0.13,2.59,618.665,0.355,50.745000000000005,34.685,0.89,cleaned
32.765,8.19,1.31,0.14500000000000002,1.9049999999999998,564.29,0.195,46.879999999999995,41.725,0.765,cleaned
30.68,,2.06,0.02,0.38,773.2085,0.405,68.93,43.11,2.225,cleaned
32.055,8.135000000000002,2.24,0.0235,1.249,833.917,0.426,38.902,41.16,4.67,cleaned
27.604999999999997,8.12,3.21,0.103,3.7585,193.5,0.254,17.619,33.400000000000006,0.215,cleaned
31.575,7.96,2.69,0.4155,5.089,237.89999999999998,0.1385,25.15,36.19,0.56,cleaned
26.625,8.024999999999999,1.18,0.14,1.775,124.292,0.21,12.260000000000002,36.09,0.32,cleaned
30.78,7.9350000000000005,2.34,,5.98,499.0,0.27,43.175,35.085,0.98,cleaned
28.965,8.3,2.09,0.068,2.2794999999999996,473.45,0.2895,31.549999999999997,35.945,0.805,cleaned
31.705,8.16,1.15,0.0775,3.259,389.45000000000005,0.2535,36.785,38.004999999999995,1.92,cleaned
25.965,8.1,3.54,0.1,2.31,466.83,0.31,42.71,35.285,0.585,cleaned
20.62,8.21,4.81,0.328,2.042,593.0,0.34099999999999997,45.475,9.34,0.745,cleaned
21.924999999999997,8.260000000000002,6.43,0.1495,3.199,696.65,0.3775,49.525000000000006,19.735,0.505,cleaned
23.59,8.135000000000002,13.1,0.9404999999999999,5.9825,545.9,0.3795,47.65,6.58,1.3950000000000002,cleaned
21.314999999999998,8.195,10.6,0.6,9.54,758.21,0.335,54.03,15.815000000000001,0.25,cleaned
19.02,8.01,2.22,0.26,4.395,813.375,0.30000000000000004,57.5,32.26,0.21,cleaned
22.355,8.165,6.43,0.0665,2.935,870.0,0.2485,54.0475,22.225,0.4749999999999999,cleaned
25.22,8.09,13.0,0.5349999999999999,3.88,815.5,0.45999999999999996,49.94,9.870000000000001,2.8250000000000006,cleaned
23.93,8.094999999999999,8.91,0.45999999999999996,2.495,797.21,0.51,48.375,13.875,2.52,cleaned
23.28,8.155000000000001,12.2,0.474,6.555,713.3,0.4305,49.4,14.26,1.125,cleaned
25.097,8.08,9.57,0.8585,12.834,619.8,0.6125,42.6535,3.39,2.8349999999999995,cleaned
24.697499999999998,8.0,8.51,0.174,8.1595,923.75,0.41000000000000003,62.3,23.615000000000002,0.87,cleaned
26.455,8.15,7.33,0.155,2.955,816.25,0.29000000000000004,63.175,22.855,0.49499999999999994,cleaned
24.54,8.3,10.2,0.2905,2.0,657.55,0.40800000000000003,63.45,13.83,0.455,cleaned
24.549999999999997,8.16,3.66,0.08,0.955,808.4165,0.29500000000000004,60.0,29.29,0.17,cleaned
24.65,8.27,17.3,0.262,1.759,659.35,0.9035,48.9,8.68,1.31,cleaned
26.405,8.17,14.3,0.319,10.878,685.8,0.3745,58.575,21.0865,0.61,cleaned
28.675,8.315000000000001,4.92,0.028,0.5854999999999999,793.585,0.4105,59.644999999999996,19.345,0.535,cleaned
29.865000000000002,8.195,20.5,,,580.7,0.5345,57.5,14.81,1.0350000000000001,cleaned
27.97,8.05,10.5,0.447,9.2625,966.65,0.483,42.085,29.19,0.41,cleaned
25.28,8.03,4.7,0.11,1.605,915.4165,0.31000000000000005,66.785,40.175,0.17499999999999996,cleaned
28.417,8.364999999999998,5.13,0.1,3.31,903.335,0.37,54.775,27.18,0.12,cleaned
30.689999999999998,8.129999999999999,6.76,0.11499999999999999,2.875,902.5,0.225,66.55000000000001,38.94,0.315,cleaned
29.485,7.93,4.28,0.091,3.3875,1024.6,0.3215,71.3095,30.259999999999998,1.09,cleaned
33.435,8.015,7.81,0.3845,19.506,927.5,0.3665,67.8,18.869999999999997,0.8300000000000001,cleaned
30.15,8.215,7.99,0.085,2.4299999999999997,953.3335,0.44499999999999995,34.7225,15.905000000000001,0.8249999999999998,cleaned
30.174999999999997,8.315000000000001,5.7,0.032,1.3195000000000001,896.25,0.3595,68.93,26.905,0.8649999999999999,cleaned
31.115000000000002,8.105,9.12,0.435,7.08,1163.335,0.43,74.775,19.525,0.7200000000000001,cleaned
32.465,8.0,2.58,0.45999999999999996,15.625,1027.08,0.425,75.105,25.880000000000003,0.6999999999999998,cleaned
29.5,,12.4,0.09,7.45,1063.75,0.58,81.785,26.43,5.845,cleaned
27.695,7.97,8.63,0.0905,2.9325,985.415,0.3835,67.5,24.34,0.23,cleaned
30.130000000000003,7.975,1.04,0.16449999999999998,6.2875,832.3335,0.424,46.1685,29.91,0.59,cleaned
