date,chlorophyll,DO,pH,FDOM,rainfall,salinity,temperature,turbidity,meanstage
6/4/2014,0.494,7.292,8.792,null,0.01,47.104,26.606,-0.869,-0.66
6/5/2014,0.471,8.623,8.905,null,0,44.089,28.157,-0.692,-0.516
6/6/2014,0.473,7.072,8.897,null,0,39.714,29.701,-0.73,-0.49
6/7/2014,0.487,6.06,8.899,null,0,37.225,30.789,-0.798,-0.438
6/8/2014,0.473,4.704,8.837,null,0.2,40.306,30.584,-0.896,-0.422
6/9/2014,0.472,5.841,8.851,null,0.02,42.693,30.432,-0.908,-0.458
6/10/2014,0.467,6.605,8.848,null,0.01,43.533,30.766,-0.939,-0.349
6/11/2014,0.479,7.477,8.838,null,0.08,41.401,31.254,-0.906,-0.318
6/12/2014,0.505,7.267,8.822,null,0.49,38.896,30.18,-0.856,-0.326
6/13/2014,0.514,6.612,8.666,null,0.1,41.04,31.323,-0.613,-0.323
6/14/2014,0.582,6.738,8.594,null,0,45.523,32.075,-0.617,-0.45
6/15/2014,0.619,7.401,8.612,null,0,45.03,31.795,-0.735,-0.541
6/16/2014,0.709,7.215,8.616,null,0.01,41.066,31.016,-0.667,-0.677
6/17/2014,0.769,6.142,8.674,null,0.03,41.205,28.856,-0.529,-0.741
6/18/2014,0.744,7.315,8.867,null,0,41.694,29.333,-0.483,-0.622
6/19/2014,0.902,6.859,8.88,null,1.18,43.066,30.76,-0.121,-0.507
6/20/2014,1.121,5.538,8.856,null,0.18,52.119,30.429,0.369,-0.616
6/21/2014,0.927,6.475,8.879,null,0.02,52.028,30.665,-0.015,-0.569
6/22/2014,1.008,6.676,8.901,null,0,51.983,32.086,-0.115,-0.484
6/23/2014,1.339,6.002,8.837,null,0.24,51.156,32.764,0.279,-0.488
6/24/2014,1.377,4.101,8.669,null,0.01,48.726,31.547,0.231,-0.575
6/25/2014,1.41,5.812,8.643,null,0.03,52.457,31.118,0.133,-0.704
6/26/2014,1.625,7.071,8.617,null,0.01,53.87,30.634,0.365,-0.823
6/27/2014,1.676,6.277,8.694,null,0.53,53.437,30.751,0.238,-0.738
6/28/2014,1.92,5.591,8.687,null,0.02,53.89,29.666,0.127,-0.743
6/29/2014,1.851,6.599,8.741,null,0.73,53.243,30.748,-0.307,-0.657
6/30/2014,2.039,5.668,8.735,null,0.25,52.551,30.183,-0.438,-0.714
7/1/2014,2.016,7.683,8.877,null,0.01,51.77,30.944,-0.427,-0.483
7/2/2014,4.903,6.791,8.789,null,0.01,51.448,34.15,0.558,-0.23
7/3/2014,6.639,4.743,8.751,null,0,49.167,34.96,1.251,-0.149
7/4/2014,3.058,4.994,8.711,null,0,47.715,34.422,1.267,-0.265
7/5/2014,2.554,5.38,8.558,null,1.19,47.518,31.384,0.281,-0.391
7/6/2014,3.067,5.944,8.563,null,0,45.595,31.28,1.975,-0.353
7/7/2014,2.132,8.092,8.762,null,0,45.828,31.035,-0.175,-0.378
7/8/2014,2.117,8.022,8.784,null,0,46.027,31.664,0.046,-0.387
7/9/2014,2.371,6.038,8.713,null,0.67,45.556,31.639,0.194,-0.382
7/10/2014,2.109,6.324,8.55,null,0,44.762,30.533,0.005,-0.425
7/11/2014,2.192,7.75,8.523,null,0.01,44.715,31.258,null,-0.548
7/12/2014,2.165,6.881,8.64,null,0.08,44.664,31.793,null,-0.481
7/13/2014,1.935,6.792,8.76,null,0.01,45.033,31.887,null,-0.379
7/14/2014,2.006,5.91,8.757,null,0.1,45.164,32.118,null,-0.308
7/15/2014,2.01,6.037,8.732,null,0,45.858,31.49,null,-0.338
7/16/2014,1.936,6.636,8.824,null,0.01,46.087,31.891,null,-0.246
7/17/2014,2.025,6.561,8.788,null,0.12,45.687,32.486,null,-0.316
7/18/2014,2.261,6.64,8.783,null,0.36,45.307,32.736,null,-0.375
7/19/2014,2.645,5.423,8.74,null,0.92,45.049,32.629,null,-0.435
7/20/2014,3.014,4.949,8.641,null,1.37,44.785,32.465,null,-0.479
7/21/2014,2.75,6.219,8.584,null,0,42.8,30.648,null,-0.446
7/22/2014,2.873,7.476,8.52,null,0.03,43.821,30.756,null,-0.437
7/23/2014,3.507,7.237,8.413,null,0.73,43.364,31.558,null,-0.38
7/24/2014,3.812,9.238,8.394,null,0,42.671,32.525,null,-0.344
7/25/2014,5.199,7.966,8.286,null,0,43.296,33.453,null,-0.361
7/26/2014,4.57,8.871,8.417,null,0,43.457,33.768,null,-0.275
7/27/2014,6.226,7.209,8.299,null,0,42.776,33.485,null,-0.274
7/28/2014,8.262,7.197,8.256,null,0,42.263,33.964,null,-0.287
7/29/2014,3.874,7.919,8.556,null,0.11,41.32,33.004,null,-0.281
7/30/2014,3.324,7.399,8.609,null,0,40.645,33.206,null,-0.254
7/31/2014,3.121,8.095,8.761,null,0.13,40.388,32.947,0.432,-0.201
8/1/2014,3.517,7.198,8.621,null,0.05,41.459,33.282,0.527,-0.338
8/2/2014,4.327,3.647,8.361,null,1.06,41.526,31.887,0.94,-0.439
8/3/2014,6.683,4.137,8.392,null,1.15,39.843,29.685,1.777,-0.273
8/4/2014,5.693,4.46,8.42,null,0.02,38.254,29.045,1.523,-0.133
8/5/2014,3.191,8.669,8.62,null,0.16,37.696,29.928,0.483,-0.198
8/6/2014,6.327,5.682,8.098,null,0.01,37.853,32.074,5.225,-0.367
8/7/2014,10.967,6.059,8.017,null,0.09,37.283,33.123,14.444,-0.289
8/8/2014,6.609,7.538,8.248,null,0.1,36.935,32.184,5.487,-0.172
8/9/2014,6.516,7.57,8.211,null,0,36.439,32.62,6.281,-0.096
8/10/2014,6.222,8.208,8.262,null,0,36.383,33.474,5.448,-0.192
8/11/2014,5.631,7.482,8.286,null,0,36.668,33.274,3.837,-0.183
8/12/2014,4.926,7.782,8.348,null,0,36.775,32.892,4.319,-0.031
8/13/2014,6.002,6.889,8.434,null,0,36.504,32.808,5.456,-0.022
8/14/2014,4.915,8.878,8.763,null,0,36.556,33.3,-0.34,-0.102
8/15/2014,6.114,7.947,8.676,null,0,36.974,33.17,0.304,-0.178
8/16/2014,6.795,7.925,8.58,null,0,37.213,32.635,1.277,-0.242
8/17/2014,6.298,7.827,8.592,null,0,37.412,32.989,1.952,-0.267
8/18/2014,7.463,7.306,8.491,null,0,37.643,32.847,3.188,-0.33
8/19/2014,6.19,7.107,8.485,null,0,38.065,33.318,2.608,-0.319
8/20/2014,5.594,5.925,8.455,null,0.7,37.7,32.458,1.688,-0.333
8/21/2014,5.52,7.561,8.477,null,0,37.07,31.931,2.325,-0.365
8/22/2014,4.887,7.789,8.494,null,0.03,37.816,32.588,2.303,-0.367
8/23/2014,3.883,6.927,8.586,null,0,38.392,32.025,1.027,-0.314
8/24/2014,2.536,6.815,8.789,null,0,39.256,32.035,-0.127,-0.159
8/25/2014,1.812,5.3,8.901,null,0.68,39.277,31.868,-0.652,-0.066
8/26/2014,1.488,5.772,8.94,null,0.09,38.653,30.878,-0.935,-0.119
8/27/2014,1.565,6.643,8.945,null,0,37.869,30.596,-1.6,-0.176
8/28/2014,1.363,6.935,9.033,null,0.47,37.78,30.861,-2.177,0.188
8/29/2014,1.524,7.212,9.022,null,0,38.25,31.808,-2.354,0.189
8/30/2014,1.592,6.25,9.001,null,0.09,38.557,31.661,-2.329,0.049
8/31/2014,1.737,6.473,9.072,null,0.2,38.619,31.322,-2.212,-0.031
9/1/2014,1.831,6.15,9.078,null,0.02,38.997,31.83,-2.031,-0.162
9/2/2014,2.06,5.918,9.046,null,0.06,39.201,31.713,-1.935,-0.226
9/3/2014,2.149,6.251,9.045,null,0.19,39.275,30.707,-1.777,-0.254
9/4/2014,2.219,6.162,9.08,null,0.5,38.656,30.529,-1.198,-0.124
9/5/2014,3.19,7.634,9.005,null,0,38.287,31.905,2.038,-0.162
9/6/2014,3.309,5.341,8.927,null,0.52,37.939,31.57,1.3,-0.196
9/7/2014,3.276,3.88,8.895,null,0.21,37.375,29.305,0.631,-0.025
9/8/2014,4.219,7.479,8.863,null,0.08,36.604,29.662,2.967,-0.03
9/9/2014,3.862,7.503,8.923,null,0.09,36.648,30.407,2.306,-0.025
9/10/2014,3.598,5.32,8.934,null,0.22,36.582,29.27,0.069,-0.068
9/11/2014,3.572,6.308,8.932,null,0.06,36.632,29.493,2.392,-0.129
9/12/2014,3.838,5.201,8.965,null,0.29,36.197,28.425,5.175,-0.052
9/13/2014,3.969,6.588,9.023,null,0.53,35.908,27.815,6.933,-0.021
9/14/2014,6.403,8.672,8.783,null,0.01,34.952,28.509,8.804,-0.095
9/15/2014,7.626,8.704,8.463,null,0,34.744,30.081,6.892,-0.367
9/16/2014,8.494,7.372,null,null,0,34.523,30.553,7.078,-0.356
9/17/2014,9.073,8.251,null,null,0.09,34.245,30.625,7.802,-0.266
9/18/2014,7.698,5.704,null,null,0.87,34.98,29.691,6.975,-0.089
9/19/2014,6.848,4.239,null,null,0.15,35.307,28.611,6.356,-0.008
9/20/2014,6.707,5.681,null,null,0.11,35.518,28.94,5.51,0.047
9/21/2014,6.231,6.988,null,null,0.01,35.245,29.464,5.952,0.061
9/22/2014,6.86,6.195,null,null,0,35.501,29.679,7.294,0.064
9/23/2014,7.966,5.373,null,null,0.49,34.132,28.183,6.898,0.009
9/24/2014,6.635,7.098,null,null,0.08,34.146,28.304,7.19,0.024
9/25/2014,6.492,5.702,null,null,0,34.126,29.326,6.198,-0.02
9/26/2014,6.89,5.75,null,null,0.34,33.741,29.428,8.104,-0.001
9/27/2014,5.186,7.348,null,null,0,34.448,30.208,5.679,0.068
9/28/2014,4.369,6.429,null,null,0,35.439,31.193,6.165,0.084
9/29/2014,4.277,5.724,null,null,0,36.312,31.598,5.91,0.14
9/30/2014,3.424,7.542,null,null,0,37.06,31.547,2.525,0.213
10/1/2014,3.051,7.792,null,null,0,37.926,31.458,2.629,0.235
10/2/2014,3.54,5.877,null,null,0.17,36.908,31.475,5.729,0.1
10/3/2014,4.625,5.848,8.454,null,0,36.294,31.389,2.115,-0.017
10/4/2014,4.969,5.468,8.437,null,0.07,36.458,30.922,0.891,0.013
10/5/2014,5.329,7.565,8.493,null,0.04,34.938,28.195,0.337,-0.117
10/6/2014,6.528,6.533,8.371,null,0,34.969,28.5,2.078,0.031
10/7/2014,7.071,6.65,8.355,null,0,35.27,29.356,1.771,0.176
10/8/2014,6.787,5.912,8.35,null,0,35.595,29.142,2.344,0.045
10/9/2014,6.094,6.143,8.365,null,0,35.606,28.98,1.89,-0.064
10/10/2014,6.446,6.091,8.34,null,0.02,35.646,28.28,2.912,-0.137
10/11/2014,5.731,5.377,8.339,null,0.01,36.65,28.661,3.812,-0.063
10/12/2014,4.952,6.179,8.436,null,0,37.636,29.254,2.048,-0.069
10/13/2014,4.946,5.89,8.532,null,0,37.761,29.167,1.345,-0.098
10/14/2014,4.819,5.03,8.512,null,0.49,37.214,28.887,0.734,-0.101
10/15/2014,6.24,5.905,8.363,null,0.07,35.589,29.956,3.083,-0.105
10/16/2014,8.483,7.91,8.207,null,0,33.475,28.581,3.61,-0.415
10/17/2014,9.273,8.495,8.318,null,0,32.961,26.489,1.969,-0.477
10/18/2014,9.562,7.352,8.305,null,0.01,32.865,27.837,3.498,-0.291
10/19/2014,7.767,7.823,8.356,null,0.02,32.982,27.631,2.206,-0.243
10/20/2014,7.362,5.668,8.331,null,1.74,32.606,26.93,3.27,-0.159
10/21/2014,8.174,4.622,8.229,null,0.71,30.175,25.548,4.598,-0.021
10/22/2014,9.154,3.831,8.134,null,0.11,30.903,25.785,4.815,-0.061
10/23/2014,10.216,3.435,8.057,null,0.22,31.223,25.779,8.976,-0.201
10/24/2014,14.742,4.885,7.99,null,0.13,25.497,25.131,21.148,-0.593
10/25/2014,17.775,8.284,8.021,null,0,18.516,24.391,17.977,-0.756
10/26/2014,15.529,7.163,8.139,null,0,20.671,24.742,12.406,-0.395
10/27/2014,13.881,7.236,8.147,null,0,22.785,25.18,7.319,-0.23
10/28/2014,12.508,6.13,8.048,null,0,26.007,26.835,10.522,-0.291
10/29/2014,11.849,6.67,8.139,null,0,27.312,27.613,7.778,-0.281
10/30/2014,11.851,7.405,8.204,null,0,27.324,28.142,6.189,-0.224
10/31/2014,11.43,8.547,8.308,null,0,26.895,27.286,3.855,-0.144
11/1/2014,11.838,6.018,8.351,null,0,23.266,22.985,2.663,-0.348
11/2/2014,14.586,10.582,8.209,null,0,19.847,17.471,11.342,-0.927
11/3/2014,13.153,11.155,8.376,null,0,17.945,18.837,5.71,-1.129
11/4/2014,12.726,9.908,8.496,null,0,18.229,20.892,4.231,-0.919
11/5/2014,13.044,7.119,8.402,null,0,22.923,22.445,7.19,-0.396
11/6/2014,10.334,7.147,8.352,null,0,27.623,24.266,5.54,-0.105
11/7/2014,9.428,8.016,8.317,null,0,29.105,25.066,4.231,0.028
11/8/2014,8.503,7.736,8.269,null,0,31.042,25.942,3.534,0.103
11/9/2014,7.699,5.633,8.141,null,1.27,33.069,25.233,0.894,0.134
11/10/2014,7.865,8.225,8.172,null,0.01,30.794,23.767,1.85,-0.216
11/11/2014,8.417,9.134,8.312,null,0,28.669,23.474,0.967,-0.286
11/12/2014,8.217,10.666,8.45,null,0,28.375,23.085,-0.115,-0.335
11/13/2014,7.947,9.702,8.191,null,0,32.832,25.437,0.719,-0.286
11/14/2014,7.623,7.879,8.084,null,0,33.084,26.586,1.475,-0.225
11/15/2014,null,7.52,8.107,null,0,31.201,25.566,1.471,-0.358
11/16/2014,null,8.863,8.16,null,0,32.538,25.904,-0.483,-0.129
11/17/2014,2.709,6.117,7.975,null,0,33.712,26.776,-0.71,0.158
11/18/2014,2.886,4.582,7.897,null,0,32.965,25.907,0.681,-0.262
11/19/2014,null,6.949,7.904,null,0,27.234,17.105,4.119,-1.221
11/20/2014,12.853,8.558,7.98,null,0,21.299,19.783,6.375,-1.404
11/21/2014,13.942,6.369,8.102,null,0.03,20.802,21.451,6.011,-1.088
11/22/2014,9.358,5.921,null,null,0.11,31.379,22.777,3.75,-0.641
11/23/2014,8.194,6.643,null,null,0,34.118,24.865,-0.356,0.019
11/24/2014,10.449,6.748,null,null,0,35.857,26.816,0.01,0.29
11/25/2014,null,6.374,null,null,0,36.148,27.755,-1.242,0.37
11/26/2014,null,null,null,null,0.05,36.192,25.995,-0.179,0.129
11/27/2014,null,null,null,null,0,33.338,19.444,2.698,-0.861
11/28/2014,null,null,null,null,0,29.405,18.085,4.608,-1.148
11/29/2014,null,null,null,null,0,27.914,18.37,6.1,-1.3
11/30/2014,null,null,null,null,0,28.888,19.982,5.545,-0.707
12/1/2014,null,null,null,null,0,34.111,21.707,2.799,-0.327
12/2/2014,null,null,null,null,0,36.685,22.733,2.441,-0.154
12/3/2014,null,null,null,null,0.03,37.368,23.563,3.56,-0.088
12/4/2014,null,null,null,null,0,37.474,23.645,3.263,-0.201
12/5/2014,null,null,null,null,0,38.248,24.167,3.158,-0.103
12/6/2014,null,null,null,null,0,37.149,24.705,2.339,-0.031
12/7/2014,null,null,null,null,0,36.878,24.724,3.423,-0.217
12/8/2014,null,null,null,null,0,36.307,23.26,1.368,-0.312
12/9/2014,null,null,null,null,0,35.02,21.511,2.704,-0.277
12/10/2014,null,null,null,null,0,33.467,17.917,3.319,-0.498
12/11/2014,null,null,null,null,0,34.983,17.832,2.535,-0.016
12/12/2014,null,null,null,null,0,35.523,18.699,1.436,-0.002
12/13/2014,null,null,null,null,0,35.813,18.495,3.069,-0.323
12/14/2014,null,null,null,null,0,35.818,18.615,4.484,-0.366
12/15/2014,null,null,null,null,0,35.971,19.099,2.419,-0.231
12/16/2014,null,null,null,null,0,36.118,19.857,3.527,-0.22
12/17/2014,null,null,null,null,0,35.73,20.563,1.782,-0.403
12/18/2014,null,null,null,null,0,35.351,21.372,1.004,-0.396
12/19/2014,null,null,null,null,0,35.177,21.654,1.383,-0.496
12/20/2014,null,null,null,null,0,35.377,21.931,2.008,-0.349
12/21/2014,null,null,null,null,0.01,35.616,22.878,1.61,-0.216
12/22/2014,null,null,null,null,0,35.245,24.022,-0.428,-0.102
12/23/2014,null,null,null,null,0,34.788,25.134,-0.062,0.067
12/24/2014,null,null,null,null,0.49,34.495,25.401,0.201,0.24
12/25/2014,null,null,null,null,1.4,32.942,24.587,1.407,-0.072
12/26/2014,null,null,null,null,0,32.535,22.578,1.241,-0.605
12/27/2014,null,null,null,null,0,32.221,23.375,2.949,-0.53
12/28/2014,null,null,null,null,0,32.684,24.213,1.545,-0.421
12/29/2014,null,null,null,null,0,32.007,25.413,1.808,-0.415
12/30/2014,null,null,null,null,0,30.893,26.035,null,-0.498
12/31/2014,null,null,null,null,0,28.947,25.537,null,-0.658
1/1/2015,null,null,null,null,0,28.041,25.174,null,-0.633
1/2/2015,null,null,null,null,0,29.21,25.438,null,-0.487
1/3/2015,null,null,null,null,0,29.973,25.468,null,-0.414
1/4/2015,null,null,null,null,0,30.112,25.513,null,-0.286
1/5/2015,null,null,null,null,0,29.913,26.217,null,-0.536
1/6/2015,null,null,null,null,0,29.356,25.658,null,-0.813
1/7/2015,null,null,null,null,0,27.433,25.636,null,-0.83
1/8/2015,null,null,null,null,0,24.746,21.288,null,-1.309
1/9/2015,null,null,null,null,0,24.623,20.325,null,-1.014
1/10/2015,null,null,null,null,0,24.799,21.146,null,-1.057
1/11/2015,null,null,null,null,0,24.919,22.089,null,-0.968
1/12/2015,null,null,null,null,0,28.562,23.687,null,-0.646
1/13/2015,null,null,null,null,0.19,30.234,24.595,null,-0.641
1/14/2015,null,null,null,null,0,29.2,24.817,null,-0.767
1/15/2015,null,null,null,null,0,26.192,23.11,null,-0.852
1/16/2015,null,null,null,null,0,26.354,22.31,null,-0.801
1/17/2015,null,null,null,null,0,23.189,20.072,null,-1.004
1/18/2015,null,null,null,null,0,27.091,21.377,null,-0.542
1/19/2015,null,null,null,null,0,27.727,21.09,null,-0.502
1/20/2015,null,8.632,8.632,null,0,31.223,20.922,7.217,-0.309
1/21/2015,null,9.83,8.631,null,0,33.383,22.545,6.95,-0.124
1/22/2015,null,9.152,8.56,null,0,33.621,24.293,5.04,-0.086
1/23/2015,null,8.563,8.55,null,0,35.195,24.202,1.294,0.004
1/24/2015,null,6.733,8.518,null,0.09,35.663,23.174,0.719,-0.023
1/25/2015,null,7.487,8.666,null,0,35.242,19.299,1.788,-0.623
1/26/2015,null,8.78,8.731,null,0.02,35.084,19.531,1.21,-0.403
1/27/2015,null,9.568,8.959,null,0,34.085,18.965,1.212,-0.465
1/28/2015,null,10.965,9.1,null,0,32.852,18.397,2.752,-0.815
1/29/2015,null,10.106,8.78,null,0,30.448,16.515,7.862,-1.153
1/30/2015,null,10.321,8.832,null,0,31.053,19.128,6.215,-0.884
1/31/2015,null,9.614,8.86,null,0,30.237,19.52,6.502,-0.964
2/1/2015,null,8.75,8.924,null,0.01,34.412,20.315,6.492,-0.762
2/2/2015,null,7.87,8.869,null,0.04,36.019,22.753,3.587,-0.354
2/3/2015,null,7.293,8.846,null,0,35.657,22.197,3.277,-0.621
2/4/2015,null,7.963,8.844,null,0,36.231,22.522,5.804,-0.712
2/5/2015,null,5.332,8.701,null,0.18,37.066,22.534,3.446,-0.318
2/6/2015,null,9.219,8.778,null,0,35.782,19.985,4.275,-0.96
2/7/2015,null,8.886,8.801,null,0,32.74,19.575,4.912,-1.16
2/8/2015,null,8.769,8.748,null,0.02,36.496,20.99,2.458,-0.843
2/9/2015,null,7.571,8.71,null,0.13,38.016,22.572,0.615,-0.461
2/10/2015,null,6.665,8.869,null,0.16,36.72,21.22,1.312,-0.562
2/11/2015,null,6.994,9.205,null,0,34.549,18.626,1.856,-0.735
2/12/2015,null,7.289,9.133,null,0,34.769,18.777,3.131,-0.69
2/13/2015,null,8.721,9.106,null,0,35.248,19.211,2.746,-0.672
2/14/2015,null,7.979,9.173,null,0,35.705,16.003,1.75,-0.832
2/15/2015,null,9.025,9.14,null,0,35.754,17.846,2.429,-0.569
2/16/2015,null,8.85,8.988,null,0,36.945,19.845,1.592,-0.3
2/17/2015,null,9.26,8.853,null,0,37.198,22.453,1.304,0.017
2/18/2015,null,8.072,8.825,null,0.5,36.554,22.075,2.583,-0.132
2/19/2015,null,8.944,9.092,null,0,36.874,16.03,1.8,-0.844
2/20/2015,null,9.647,8.984,null,0,33.91,13.612,7.112,-1.235
2/21/2015,null,8.765,8.869,null,0,34.728,16.982,5.733,-0.887
2/22/2015,null,8.816,8.894,null,0,37.875,21.236,-0.348,-0.424
2/23/2015,null,7.875,8.777,null,0,37.589,24.638,1.496,-0.521
2/24/2015,null,6.816,8.718,null,0,37.731,25.854,1.642,-0.655
2/25/2015,null,6.133,8.695,null,0,38.363,26.223,1.543,-0.483
2/26/2015,null,7.267,8.544,null,0,38.578,26.585,-1.27,0.036
2/27/2015,null,6.984,8.542,null,0,38.754,26.36,0.053,-0.74
2/28/2015,null,6.418,8.584,null,0.02,38.901,25.077,1.91,-1.011
3/1/2015,null,6.761,8.594,null,0,39.064,26.55,4.6,-0.991
3/2/2015,null,6.609,8.625,null,0,38.56,26.721,null,-0.979
3/3/2015,null,6.306,8.644,null,0,38.824,25.893,null,-0.982
3/4/2015,null,7.387,8.598,null,0,40.099,25.95,null,-0.754
3/5/2015,null,8.307,8.534,null,0,38.092,26.548,-0.871,-0.509
3/6/2015,null,6.458,8.42,null,0,36.533,27.776,-0.365,-0.728
3/7/2015,null,6.277,8.536,null,0,39.255,26.09,2.677,-1.021
3/8/2015,null,6.307,8.778,null,0.22,38.656,24.173,5.828,-1.21
3/9/2015,null,7.826,8.681,null,0,38.534,25.625,4.015,-1.018
3/10/2015,null,7.339,8.641,null,0,38.575,26.621,-0.478,-0.754
3/11/2015,null,6.752,8.632,null,0,39.026,27.452,-0.248,-0.68
3/12/2015,null,6.238,8.64,null,0,39.623,27.597,-0.363,-0.811
3/13/2015,null,6.621,8.807,null,0.01,41.18,26.534,-0.085,-0.827
3/14/2015,null,6.988,8.676,null,0,44.313,26.501,-0.667,-0.614
3/15/2015,null,6.8,8.558,null,0,45.232,27.727,0.131,-0.737
3/16/2015,null,5.527,8.578,null,0.23,44.626,27.428,0.385,-0.818
3/17/2015,null,6.593,8.603,null,0,44.325,28.02,-0.45,-0.628
3/18/2015,null,6.276,8.658,null,0,44.836,27.324,-0.444,-0.513
3/19/2015,null,6.582,8.568,null,0,45.068,28.038,-0.752,-0.339
3/20/2015,null,6.65,8.501,null,0,45.242,28.652,-0.904,-0.319
3/21/2015,null,6.687,8.565,null,0,45.412,28.343,-0.762,-0.395
3/22/2015,null,6.409,8.524,null,0,45.501,28.772,-0.865,-0.365
3/23/2015,null,6.253,8.515,null,0,45.628,28.565,-0.801,-0.223
3/24/2015,null,5.984,8.518,null,0,45.751,28.345,-0.844,-0.278
3/25/2015,null,6.155,8.554,null,0,46.287,28.21,-0.723,-0.518
3/26/2015,null,7.317,8.58,null,0,45.642,28.759,-0.721,-0.455
3/27/2015,null,6.724,8.671,null,0.88,43.344,28.074,-0.815,-0.245
3/28/2015,null,8.091,9.17,null,0,42.981,24.134,0.61,-0.779
3/29/2015,null,7.708,9.371,null,0,45.908,21.779,0.435,-1.303
3/30/2015,null,7.328,9.123,null,0,47.429,22.414,3.133,-1.373
3/31/2015,null,7.202,8.968,null,0,47.596,24.543,2.508,-1.086
4/1/2015,null,7.904,9.002,null,0,45.647,25.734,1.027,-0.824
4/2/2015,null,6.86,8.906,null,0,45.043,26.458,0.551,-0.799
4/3/2015,null,7.197,8.998,null,0,44.516,26.369,0.504,-0.776
4/4/2015,null,6.66,8.884,null,0,44.386,27.384,0.323,-0.793
4/5/2015,null,6.438,8.76,null,0,44.216,28.153,null,-0.766
4/6/2015,null,6.566,8.726,null,0,44.79,27.946,null,-0.718
4/7/2015,null,6.542,8.736,null,0,45.405,27.758,null,-0.732
4/8/2015,null,6.477,8.711,null,0,45.237,28.038,null,-0.884
4/9/2015,null,6.611,8.759,null,0,44.927,27.982,null,-0.875
4/10/2015,null,6.832,8.643,null,0,46.039,28.638,null,-0.852
4/11/2015,null,6.504,8.556,null,0,45.925,29.559,null,-0.794
4/12/2015,null,6.493,8.533,null,0,46.947,29.561,null,-0.765
4/13/2015,null,6.77,8.527,null,0,47.975,28.905,null,-0.641
4/14/2015,null,6.362,8.459,null,0,49.712,29.365,null,-0.676
4/15/2015,null,6.399,8.433,null,0,51.4,29.553,null,-0.577
4/16/2015,null,6.547,8.434,null,0,52.603,29.328,null,-0.383
4/17/2015,0.351,7.178,8.501,null,0,53.11,28.727,-0.669,-0.286
4/18/2015,0.312,7.894,null,null,0,52.191,29.216,-0.479,-0.2
4/19/2015,0.376,7.737,null,null,0,51.306,29.329,-0.487,-0.178
4/20/2015,0.339,6.478,null,null,2.24,47.852,28.934,-0.65,-0.035
4/21/2015,0.335,6.545,null,null,0.54,47.757,28.211,-0.585,-0.167
4/22/2015,0.303,6.404,null,null,0.6,46.91,27.409,-0.481,-0.313
4/23/2015,0.389,6.621,null,null,0.02,47.237,28.383,-0.504,-0.312
4/24/2015,0.395,7.303,null,null,0,47.881,29.753,-0.421,-0.44
4/25/2015,0.441,7.769,null,null,0.09,48.243,29.814,-0.469,-0.234
4/26/2015,0.387,7.952,null,null,0,48.242,29.856,0.054,-0.118
4/27/2015,0.448,6.511,null,null,0.64,48.646,30.767,0.098,-0.249
4/28/2015,0.478,5.689,null,null,0.29,47.296,29.044,0.648,-0.115
4/29/2015,0.56,3.694,null,null,1.92,44.238,25.087,0.36,0.018
4/30/2015,0.405,8.565,null,null,0,41.932,24.515,-0.46,-0.07
5/1/2015,0.495,10.419,null,null,0,41.253,24.767,-0.39,-0.517
5/2/2015,0.486,7.013,null,null,0,43.334,23.995,-0.127,-0.719
5/3/2015,0.543,7.374,null,null,0,42.839,23.61,0.29,-0.747
5/4/2015,0.538,7.346,null,null,0,43.671,22.193,0.165,-0.889
5/5/2015,0.511,7.213,null,null,0.12,43.87,22.383,0.148,-0.762
5/6/2015,0.43,7.718,null,null,0,44.045,25.099,0.156,-0.426
5/7/2015,0.385,7.478,null,null,0,43.798,28.166,-0.488,-0.254
5/8/2015,0.348,7.111,null,null,0,43.679,29.986,-1.181,-0.237
5/9/2015,0.368,6.648,null,null,0,43.775,30.217,-1.173,-0.306
5/10/2015,0.394,5.978,null,null,0,44.331,30.514,-1.008,-0.395
5/11/2015,0.4,5.924,null,null,0,45.02,29.576,-0.988,-0.503
5/12/2015,0.435,6.322,null,null,0,45.296,29.681,-0.812,-0.519
5/13/2015,0.501,5.944,null,null,0.05,45.431,29.873,-0.7,-0.489
5/14/2015,0.494,6.074,null,null,0,45.631,29.575,-0.923,-0.417
5/15/2015,0.505,6.245,null,null,0,46.736,29.064,-0.954,-0.473
5/16/2015,0.536,5.89,null,null,0,47.532,29.124,-0.99,-0.415
5/17/2015,0.522,6.072,null,null,0,48.113,29.47,-0.985,-0.322
5/18/2015,0.6,5.646,null,null,0,48.739,29.566,-0.917,-0.469
5/19/2015,0.562,5.456,null,null,0,48.63,29.583,-0.979,-0.435
5/20/2015,0.613,5.454,null,null,0,48.785,30.294,-1.038,-0.397
5/21/2015,0.641,6.001,8.769,null,0.09,49.113,31.788,-2.467,-0.394
5/22/2015,0.613,5.454,8.679,null,0,50.281,32.005,-3.167,-0.49
5/23/2015,0.74,5.374,8.721,null,0,51.123,30.554,-2.973,-0.654
5/24/2015,0.705,5.678,8.746,null,0,51.853,29.817,-2.981,-0.808
5/25/2015,0.591,5.979,8.781,null,0.09,52.602,29.651,-3.225,-0.831
5/26/2015,0.642,6.154,8.823,null,0,53.034,29.652,-2.781,-0.82
5/27/2015,0.668,5.576,8.836,null,0,53.237,29.032,-2.617,-0.956
5/28/2015,0.726,5.64,8.88,null,0,54.118,27.589,-3.125,-1.017
