Project Code,Station ID,Sample ID,Collection_Date,Sample Type New,Collection Method,Matrix,Test Number,Test Name,Storet Code,Value,Sigfig Value,Units
FLAB,FLAB15,FIU15255,3/1/1995,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0006,0.001,mg/L
FLAB,FLAB15,FIU15255,3/1/1995,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0061,0.006,mg/L
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,19,NITRITE-N,,0.0004,0,mg/L
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,20,AMMONIA-N,,0.0036,0,mg/L
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,12,TURBIDITY,,18.8,18.8,NTU
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.1,6.1,mg/L
FLAB,FLAB15,FIU15258,4/19/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.1,6.1,mg/L
FLAB,FLAB15,FIU15258,4/19/1995,SAMP,G,SA,7,Temperature,,26.2,26.2,Deg C
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,7,Temperature,,26.2,26.2,Deg C
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,3.34,3.34,nM/minmL
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,20.05,20,mg/L
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,98,SALINITY,,32.7,32.7,PSU
FLAB,FLAB15,FIU15258,4/19/1995,SAMP,G,SA,98,SALINITY,,32.7,32.7,PSU
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,78,NITRATE-N,,0,0,mg/L
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,61,CHLOROPHYLL-A,,2,2,ug/L
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0299,0.03,mg/L
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0019,0.002,mg/L
FLAB,FLAB15,FIU15257,4/19/1995,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0004,0,mg/L
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,19,NITRITE-N,,0.0036,0.004,mg/L
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,20,AMMONIA-N,,0.4184,0.42,mg/L
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,12,TURBIDITY,,2,2,NTU
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.7,5.7,mg/L
FLAB,FLAB15,FIU15260,5/24/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.7,5.7,mg/L
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,7,Temperature,,34.8,34.8,Deg C
FLAB,FLAB15,FIU15260,5/24/1995,SAMP,G,SA,7,Temperature,,34.8,34.8,Deg C
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.16,0.16,nM/minmL
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,9.67,9.7,mg/L
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,98,SALINITY,,30.3,30.3,PSU
FLAB,FLAB15,FIU15260,5/24/1995,SAMP,G,SA,98,SALINITY,,30.3,30.3,PSU
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,78,NITRATE-N,,0.0049,0.005,mg/L
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,61,CHLOROPHYLL-A,,0.6,0.6,ug/L
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0105,0.01,mg/L
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.001,0.001,mg/L
FLAB,FLAB15,FIU15259,5/24/1995,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0085,0.008,mg/L
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,19,NITRITE-N,,0.0064,0.006,mg/L
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,20,AMMONIA-N,,0.2371,0.24,mg/L
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,12,TURBIDITY,,12,12,NTU
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.4,5.4,mg/L
FLAB,FLAB15,FIU15262,6/21/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.7,5.7,mg/L
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,7,Temperature,,26.5,26.5,Deg C
FLAB,FLAB15,FIU15262,6/21/1995,SAMP,G,SA,7,Temperature,,26.5,26.5,Deg C
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,2.74,2.74,nM/minmL
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,16.29,16.3,mg/L
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,98,SALINITY,,33.2,33.2,PSU
FLAB,FLAB15,FIU15262,6/21/1995,SAMP,G,SA,98,SALINITY,,33.2,33.2,PSU
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,78,NITRATE-N,,0.0076,0.008,mg/L
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,61,CHLOROPHYLL-A,,2.5,2.5,ug/L
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0311,0.031,mg/L
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0009,0.001,mg/L
FLAB,FLAB15,FIU15261,6/21/1995,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.014,0.014,mg/L
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,19,NITRITE-N,,0.0019,0.002,mg/L
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,20,AMMONIA-N,,0.1098,0.11,mg/L
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,12,TURBIDITY,,4.3,4.3,NTU
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5,5,mg/L
FLAB,FLAB15,FIU15264,7/12/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.3,5.3,mg/L
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,7,Temperature,,31.1,31.1,Deg C
FLAB,FLAB15,FIU15264,7/12/1995,SAMP,G,SA,7,Temperature,,31,31,Deg C
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.29,0.29,nM/minmL
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,9.72,9.7,mg/L
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,98,SALINITY,,35.1,35.1,PSU
FLAB,FLAB15,FIU15264,7/12/1995,SAMP,G,SA,98,SALINITY,,35,35,PSU
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,78,NITRATE-N,,0.0025,0.002,mg/L
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,61,CHLOROPHYLL-A,,0.6,0.6,ug/L
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0171,0.017,mg/L
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0005,0,mg/L
FLAB,FLAB15,FIU15263,7/12/1995,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0044,0.004,mg/L
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,3.02,3.02,nM/minmL
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,27.28,27.3,mg/L
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,98,SALINITY,,26.9,26.9,PSU
FLAB,FLAB15,FIU15266,8/11/1995,SAMP,G,SA,98,SALINITY,,27,27,PSU
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,78,NITRATE-N,,0.0065,0.006,mg/L
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,61,CHLOROPHYLL-A,,7.3,7.3,ug/L
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0505,0.05,mg/L
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0026,0.003,mg/L
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,20,AMMONIA-N,,0.0063,0.01,mg/L
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,19,NITRITE-N,,0.0009,0.001,mg/L
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0074,0.007,mg/L
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,12,TURBIDITY,,19.4,19.4,NTU
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.3,6.3,mg/L
FLAB,FLAB15,FIU15266,8/11/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.4,6.4,mg/L
FLAB,FLAB15,FIU15265,8/11/1995,SAMP,G,SA,7,Temperature,,32,32,Deg C
FLAB,FLAB15,FIU15266,8/11/1995,SAMP,G,SA,7,Temperature,,32,32,Deg C
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,61,CHLOROPHYLL-A,,-99,-99,ug/L
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0009,0.001,mg/L
FLAB,FLAB15,FIU15268,9/6/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.1,5.1,mg/L
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,78,NITRATE-N,,0.006,0.006,mg/L
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,6.6,6.6,mg/L
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.48,0.48,nM/minmL
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.2,5.2,mg/L
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,12,TURBIDITY,,5.5,5.5,NTU
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,98,SALINITY,,29.2,29.2,PSU
FLAB,FLAB15,FIU15268,9/6/1995,SAMP,G,SA,98,SALINITY,,29.2,29.2,PSU
FLAB,FLAB15,FIU15268,9/6/1995,SAMP,G,SA,7,Temperature,,29.5,29.5,Deg C
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,7,Temperature,,29.4,29.4,Deg C
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0082,0.008,mg/L
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,19,NITRITE-N,,0.0021,0.002,mg/L
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,20,AMMONIA-N,,0.133,0.13,mg/L
FLAB,FLAB15,FIU15267,9/6/1995,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0173,0.017,mg/L
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,78,NITRATE-N,,0.0084,0.008,mg/L
FLAB,FLAB15,FIU15270,10/22/1995,SAMP,G,SA,98,SALINITY,,15.3,15.3,PSU
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,98,SALINITY,,15.3,15.3,PSU
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,21.7,21.7,mg/L
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,4.08,4.08,nM/minmL
FLAB,FLAB15,FIU15270,10/22/1995,SAMP,G,SA,7,Temperature,,27.5,27.5,Deg C
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,7,Temperature,,27.5,27.5,Deg C
FLAB,FLAB15,FIU15270,10/22/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,6,6,mg/L
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.8,5.8,mg/L
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,12,TURBIDITY,,28.2,28.2,NTU
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0158,0.016,mg/L
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,19,NITRITE-N,,0.0074,0.007,mg/L
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,20,AMMONIA-N,,0.3395,0.34,mg/L
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0018,0.002,mg/L
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0446,0.045,mg/L
FLAB,FLAB15,FIU15269,10/22/1995,SAMP,G,SA,61,CHLOROPHYLL-A,,7.8,7.8,ug/L
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,10.5,10.5,mg/L
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,20,AMMONIA-N,,0.0945,0.09,mg/L
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,12,TURBIDITY,,15.4,15.4,NTU
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,78,NITRATE-N,,0.0134,0.013,mg/L
FLAB,FLAB15,FIU15272,11/17/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,10.5,10.5,mg/L
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0241,0.024,mg/L
FLAB,FLAB15,FIU15272,11/17/1995,SAMP,G,SA,7,Temperature,,18.7,18.7,Deg C
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,19,NITRITE-N,,0.0105,0.01,mg/L
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0012,0.001,mg/L
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,98,SALINITY,,17.1,17.1,PSU
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,1.47,1.47,nM/minmL
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,7,Temperature,,18.9,18.9,Deg C
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0239,0.024,mg/L
FLAB,FLAB15,FIU15272,11/17/1995,SAMP,G,SA,98,SALINITY,,17.2,17.2,PSU
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,13.93,13.9,mg/L
FLAB,FLAB15,FIU15271,11/17/1995,SAMP,G,SA,61,CHLOROPHYLL-A,,4.4,4.4,ug/L
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,61,CHLOROPHYLL-A,,1.9,1.9,ug/L
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0349,0.035,mg/L
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.7,5.7,mg/L
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0021,0.002,mg/L
FLAB,FLAB15,FIU15274,12/14/1995,SAMP,G,SA,98,SALINITY,,27.2,27.2,PSU
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,7,Temperature,,21.5,21.5,Deg C
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,2.91,2.91,nM/minmL
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,12,TURBIDITY,,52.3,52.3,NTU
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,13.2,13.2,mg/L
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0135,0.014,mg/L
FLAB,FLAB15,FIU15274,12/14/1995,SAMP,G,SA,7,Temperature,,21.6,21.6,Deg C
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,19,NITRITE-N,,0.0057,0.006,mg/L
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,20,AMMONIA-N,,0.1021,0.1,mg/L
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,78,NITRATE-N,,0.0078,0.008,mg/L
FLAB,FLAB15,FIU15273,12/14/1995,SAMP,G,SA,98,SALINITY,,23.7,23.7,PSU
FLAB,FLAB15,FIU15274,12/14/1995,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.6,5.6,mg/L
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,12,TURBIDITY,,43.9,43.9,NTU
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,78,NITRATE-N,,0.0128,0.013,mg/L
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.2,7.2,mg/L
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,7,Temperature,,22.2,22.2,Deg C
FLAB,FLAB15,FIU15276,1/23/1996,SAMP,G,SA,7,Temperature,,22.5,22.5,Deg C
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,61,CHLOROPHYLL-A,,1.5,1.5,ug/L
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0264,0.026,mg/L
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0002,0,mg/L
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,20,AMMONIA-N,,0.325,0.32,mg/L
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,19,NITRITE-N,,0.0113,0.011,mg/L
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0241,0.024,mg/L
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.34,0.34,nM/minmL
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,10.55,10.6,mg/L
FLAB,FLAB15,FIU15275,1/23/1996,SAMP,G,SA,98,SALINITY,,27,27,PSU
FLAB,FLAB15,FIU15276,1/23/1996,SAMP,G,SA,98,SALINITY,,27.1,27.1,PSU
FLAB,FLAB15,FIU15276,1/23/1996,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.4,7.4,mg/L
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,12,TURBIDITY,,23.4,23.4,NTU
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,78,NITRATE-N,,0.0037,0.004,mg/L
FLAB,FLAB15,FIU15278,2/12/1996,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.5,7.5,mg/L
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,7,Temperature,,21.5,21.5,Deg C
FLAB,FLAB15,FIU15278,2/12/1996,SAMP,G,SA,7,Temperature,,21.4,21.4,Deg C
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,61,CHLOROPHYLL-A,,2,2,ug/L
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0172,0.017,mg/L
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0005,0,mg/L
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,20,AMMONIA-N,,0.0816,0.08,mg/L
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,19,NITRITE-N,,0.0029,0.003,mg/L
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0067,0.007,mg/L
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.38,0.38,nM/minmL
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,9.88,9.9,mg/L
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,98,SALINITY,,30.8,30.8,PSU
FLAB,FLAB15,FIU15278,2/12/1996,SAMP,G,SA,98,SALINITY,,30.9,30.9,PSU
FLAB,FLAB15,FIU15277,2/12/1996,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.5,7.5,mg/L
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,12,TURBIDITY,,35.4,35.4,NTU
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,78,NITRATE-N,,0.002,0.002,mg/L
FLAB,FLAB15,FIU15280,3/22/1996,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.8,6.8,mg/L
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,7,Temperature,,18.4,18.4,Deg C
FLAB,FLAB15,FIU15280,3/22/1996,SAMP,G,SA,7,Temperature,,17.9,17.9,Deg C
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,61,CHLOROPHYLL-A,,1.1,1.1,ug/L
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0186,0.019,mg/L
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0005,0,mg/L
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,20,AMMONIA-N,,0.0689,0.07,mg/L
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,19,NITRITE-N,,0.0016,0.002,mg/L
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0035,0.004,mg/L
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,-99,-99,nM/minmL
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,5.75,5.8,mg/L
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,98,SALINITY,,32,32,PSU
FLAB,FLAB15,FIU15280,3/22/1996,SAMP,G,SA,98,SALINITY,,32,32,PSU
FLAB,FLAB15,FIU15279,3/22/1996,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.8,6.8,mg/L
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,12,TURBIDITY,,24.6,24.6,NTU
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,78,NITRATE-N,,0.0242,0.024,mg/L
FLAB,FLAB15,FIU15282,4/25/1996,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.4,5.4,mg/L
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,7,Temperature,,25.9,25.9,Deg C
FLAB,FLAB15,FIU15282,4/25/1996,SAMP,G,SA,7,Temperature,,25.9,25.9,Deg C
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,61,CHLOROPHYLL-A,,1.6,1.6,ug/L
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0246,0.025,mg/L
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0039,0.004,mg/L
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,20,AMMONIA-N,,0.3892,0.39,mg/L
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,19,NITRITE-N,,0.019,0.019,mg/L
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0432,0.043,mg/L
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.63,0.63,nM/minmL
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,9.08,9.1,mg/L
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,98,SALINITY,,34.8,34.8,PSU
FLAB,FLAB15,FIU15282,4/25/1996,SAMP,G,SA,98,SALINITY,,34.8,34.8,PSU
FLAB,FLAB15,FIU15281,4/25/1996,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.2,5.2,mg/L
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,12,TURBIDITY,,70,70,NTU
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,78,NITRATE-N,,0.0234,0.023,mg/L
FLAB,FLAB15,FIU15284,5/10/1996,SAMP,G,SA,8,DISSOLVED OXYGEN,,6,6,mg/L
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,7,Temperature,,24.4,24.4,Deg C
FLAB,FLAB15,FIU15284,5/10/1996,SAMP,G,SA,7,Temperature,,24.4,24.4,Deg C
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,61,CHLOROPHYLL-A,,1.7,1.7,ug/L
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0343,0.034,mg/L
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0009,0.001,mg/L
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,20,AMMONIA-N,,0.6578,0.66,mg/L
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,19,NITRITE-N,,0.0187,0.019,mg/L
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0421,0.042,mg/L
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.37,0.37,nM/minmL
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,11.26,11.3,mg/L
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,98,SALINITY,,32.4,32.4,PSU
FLAB,FLAB15,FIU15284,5/10/1996,SAMP,G,SA,98,SALINITY,,32.4,32.4,PSU
FLAB,FLAB15,FIU15283,5/10/1996,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.1,6.1,mg/L
FLAB,FLAB15,FIU15285,6/6/1996,SAMP,G,SA,12,TURBIDITY,,5.3,5.3,NTU
