Project Code,Station ID,Sample ID,Collection_Date,Sample Type New,Collection Method,Matrix,Test Number,Test Name,Storet Code,Value,Sigfig Value,Units
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,12,TURBIDITY,,5.1,5.1,NTU
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,78,NITRATE-N,,0.0162,0.016,mg/L
FLAB,FLAB14,FIU15066,3/12/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.8,7.8,mg/L
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,7,Temperature,,27.8,27.8,Deg C
FLAB,FLAB14,FIU15066,3/12/1997,SAMP,G,SA,7,Temperature,,27.8,27.8,Deg C
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,61,CHLOROPHYLL-A,,0.7,0.7,ug/L
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,27,SILICA,,1.342,1.3,mg/L
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0335,0.034,mg/L
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0001,0,mg/L
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,20,AMMONIA-N,,0.6511,0.65,mg/L
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,19,NITRITE-N,,0.0157,0.016,mg/L
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0319,0.032,mg/L
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.21,0.21,nM/minmL
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,12.92,12.9,mg/L
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,98,SALINITY,,28.7,28.7,PSU
FLAB,FLAB14,FIU15066,3/12/1997,SAMP,G,SA,98,SALINITY,,28.6,28.6,PSU
FLAB,FLAB14,FIU15065,3/12/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.8,7.8,mg/L
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,12,TURBIDITY,,14.2,14.2,NTU
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,78,NITRATE-N,,0.0167,0.017,mg/L
FLAB,FLAB14,FIU15068,4/16/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.3,6.3,mg/L
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,7,Temperature,,26.5,26.5,Deg C
FLAB,FLAB14,FIU15068,4/16/1997,SAMP,G,SA,7,Temperature,,26.5,26.5,Deg C
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,61,CHLOROPHYLL-A,,1.6,1.6,ug/L
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.015,0.015,mg/L
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0,0,mg/L
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,20,AMMONIA-N,,0.425,0.42,mg/L
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,19,NITRITE-N,,0.0187,0.019,mg/L
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0354,0.035,mg/L
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.53,0.53,nM/minmL
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,12.43,12.4,mg/L
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,98,SALINITY,,34.4,34.4,PSU
FLAB,FLAB14,FIU15068,4/16/1997,SAMP,G,SA,98,SALINITY,,34.4,34.4,PSU
FLAB,FLAB14,FIU15067,4/16/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.3,6.3,mg/L
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,12,TURBIDITY,,5.6,5.6,NTU
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,61,CHLOROPHYLL-A,,2.3,2.3,ug/L
FLAB,FLAB14,FIU15070,5/22/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,8.9,8.9,mg/L
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,7,Temperature,,33.9,33.9,Deg C
FLAB,FLAB14,FIU15070,5/22/1997,SAMP,G,SA,7,Temperature,,33.9,33.9,Deg C
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,27,SILICA,,0.417,0.4,mg/L
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0146,0.015,mg/L
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0002,0,mg/L
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,20,AMMONIA-N,,0.0332,0.03,mg/L
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,19,NITRITE-N,,0.0014,0.001,mg/L
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0081,0.008,mg/L
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,2.27,2.27,nM/minmL
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,13.45,13.4,mg/L
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,98,SALINITY,,42.2,42.2,PSU
FLAB,FLAB14,FIU15070,5/22/1997,SAMP,G,SA,98,SALINITY,,42.3,42.3,PSU
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,78,NITRATE-N,,0.0067,0.007,mg/L
FLAB,FLAB14,FIU15069,5/22/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,8.8,8.8,mg/L
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,12,TURBIDITY,,9.3,9.3,NTU
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,61,CHLOROPHYLL-A,,1,1,ug/L
FLAB,FLAB14,FIU15072,6/12/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.8,6.8,mg/L
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,7,Temperature,,29.6,29.6,Deg C
FLAB,FLAB14,FIU15072,6/12/1997,SAMP,G,SA,7,Temperature,,29.6,29.6,Deg C
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0113,0.011,mg/L
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0003,0,mg/L
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,20,AMMONIA-N,,0.153,0.15,mg/L
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,19,NITRITE-N,,0.0025,0.002,mg/L
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0179,0.018,mg/L
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.83,0.83,nM/minmL
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,7.08,7.1,mg/L
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,98,SALINITY,,24.1,24.1,PSU
FLAB,FLAB14,FIU15072,6/12/1997,SAMP,G,SA,98,SALINITY,,24.1,24.1,PSU
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,78,NITRATE-N,,0.0154,0.015,mg/L
FLAB,FLAB14,FIU15071,6/12/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.8,6.8,mg/L
FLAB,FLAB14,FIU15073,7/10/1997,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0116,0.012,mg/L
FLAB,FLAB14,FIU15073,7/10/1997,SAMP,G,SA,27,SILICA,,3.048,3,mg/L
FLAB,FLAB14,FIU15073,7/10/1997,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0229,0.023,mg/L
FLAB,FLAB14,FIU15073,7/10/1997,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0007,0.001,mg/L
FLAB,FLAB14,FIU15073,7/10/1997,SAMP,G,SA,20,AMMONIA-N,,0.0034,0,mg/L
FLAB,FLAB14,FIU15073,7/10/1997,SAMP,G,SA,19,NITRITE-N,,0.0004,0,mg/L
FLAB,FLAB14,FIU15073,7/10/1997,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,1.79,1.79,nM/minmL
FLAB,FLAB14,FIU15073,7/10/1997,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,14.65,14.6,mg/L
FLAB,FLAB14,FIU15073,7/10/1997,SAMP,G,SA,78,NITRATE-N,,0.0112,0.011,mg/L
FLAB,FLAB14,FIU15073,7/10/1997,SAMP,G,SA,61,CHLOROPHYLL-A,,4,4,ug/L
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0127,0.013,mg/L
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,61,CHLOROPHYLL-A,,6.9,6.9,ug/L
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.6,7.6,mg/L
FLAB,FLAB14,FIU15075,8/20/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.8,7.8,mg/L
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,7,Temperature,,33.3,33.3,Deg C
FLAB,FLAB14,FIU15075,8/20/1997,SAMP,G,SA,7,Temperature,,33.3,33.3,Deg C
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0363,0.036,mg/L
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0018,0.002,mg/L
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,20,AMMONIA-N,,0.0081,0.01,mg/L
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,19,NITRITE-N,,0.0013,0.001,mg/L
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,1.81,1.81,nM/minmL
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,20.38,20.4,mg/L
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,98,SALINITY,,21.5,21.5,PSU
FLAB,FLAB14,FIU15075,8/20/1997,SAMP,G,SA,98,SALINITY,,21.5,21.5,PSU
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,78,NITRATE-N,,0.0114,0.011,mg/L
FLAB,FLAB14,FIU15074,8/20/1997,SAMP,G,SA,12,TURBIDITY,,17.7,17.7,NTU
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.011,0.011,mg/L
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,61,CHLOROPHYLL-A,,5.8,5.8,ug/L
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.9,7.9,mg/L
FLAB,FLAB14,FIU15077,9/10/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.6,7.6,mg/L
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,7,Temperature,,30.7,30.7,Deg C
FLAB,FLAB14,FIU15077,9/10/1997,SAMP,G,SA,7,Temperature,,30.5,30.5,Deg C
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0255,0.026,mg/L
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0004,0,mg/L
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,20,AMMONIA-N,,0.0108,0.01,mg/L
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,19,NITRITE-N,,0.0034,0.003,mg/L
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,2.79,2.79,nM/minmL
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,16.46,16.5,mg/L
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,98,SALINITY,,27.1,27.1,PSU
FLAB,FLAB14,FIU15077,9/10/1997,SAMP,G,SA,98,SALINITY,,27,27,PSU
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,78,NITRATE-N,,0.0076,0.008,mg/L
FLAB,FLAB14,FIU15076,9/10/1997,SAMP,G,SA,12,TURBIDITY,,17.4,17.4,NTU
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0072,0.007,mg/L
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,61,CHLOROPHYLL-A,,4,4,ug/L
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.6,6.6,mg/L
FLAB,FLAB14,FIU15079,10/21/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.7,6.7,mg/L
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,7,Temperature,,23.3,23.3,Deg C
FLAB,FLAB14,FIU15079,10/21/1997,SAMP,G,SA,7,Temperature,,23.3,23.3,Deg C
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,27,SILICA,,2.965,3,mg/L
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0377,0.038,mg/L
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0011,0.001,mg/L
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,20,AMMONIA-N,,0.0094,0.01,mg/L
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,19,NITRITE-N,,0.0007,0.001,mg/L
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,3.71,3.71,nM/minmL
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,17.36,17.4,mg/L
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,98,SALINITY,,24.3,24.3,PSU
FLAB,FLAB14,FIU15079,10/21/1997,SAMP,G,SA,98,SALINITY,,24.3,24.3,PSU
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,78,NITRATE-N,,0.0064,0.006,mg/L
FLAB,FLAB14,FIU15078,10/21/1997,SAMP,G,SA,12,TURBIDITY,,9.4,9.4,NTU
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0055,0.006,mg/L
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,78,NITRATE-N,,0.0016,0.002,mg/L
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.9,5.9,mg/L
FLAB,FLAB14,FIU15081,11/25/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.9,5.9,mg/L
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,7,Temperature,,21.6,21.6,Deg C
FLAB,FLAB14,FIU15081,11/25/1997,SAMP,G,SA,7,Temperature,,21.6,21.6,Deg C
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,61,CHLOROPHYLL-A,,1.6,1.6,ug/L
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0264,0.026,mg/L
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0006,0.001,mg/L
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,20,AMMONIA-N,,0.159,0.16,mg/L
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,19,NITRITE-N,,0.0039,0.004,mg/L
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.36,0.36,nM/minmL
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,10.67,10.7,mg/L
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,98,SALINITY,,31.5,31.5,PSU
FLAB,FLAB14,FIU15081,11/25/1997,SAMP,G,SA,98,SALINITY,,31.5,31.5,PSU
FLAB,FLAB14,FIU15080,11/25/1997,SAMP,G,SA,12,TURBIDITY,,16.5,16.5,NTU
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0156,0.016,mg/L
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,78,NITRATE-N,,0.0085,0.008,mg/L
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.9,6.9,mg/L
FLAB,FLAB14,FIU15083,12/12/1997,SAMP,G,SA,8,DISSOLVED OXYGEN,,7,7,mg/L
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,7,Temperature,,26.5,26.5,Deg C
FLAB,FLAB14,FIU15083,12/12/1997,SAMP,G,SA,7,Temperature,,26.5,26.5,Deg C
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,61,CHLOROPHYLL-A,,1.7,1.7,ug/L
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.015,0.015,mg/L
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0031,0.003,mg/L
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,20,AMMONIA-N,,0.0957,0.1,mg/L
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,19,NITRITE-N,,0.0072,0.007,mg/L
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.47,0.47,nM/minmL
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,9.32,9.3,mg/L
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,98,SALINITY,,26.7,26.7,PSU
FLAB,FLAB14,FIU15083,12/12/1997,SAMP,G,SA,98,SALINITY,,26.7,26.7,PSU
FLAB,FLAB14,FIU15082,12/12/1997,SAMP,G,SA,12,TURBIDITY,,7.7,7.7,NTU
FLAB,FLAB14,FIU15085,1/21/1998,SAMP,G,SA,7,Temperature,,22.7,22.7,Deg C
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,61,CHLOROPHYLL-A,,0.8,0.8,ug/L
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.4,6.4,mg/L
FLAB,FLAB14,FIU15085,1/21/1998,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.8,6.8,mg/L
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,7,Temperature,,22.5,22.5,Deg C
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,27,SILICA,,0.58,0.6,mg/L
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0174,0.017,mg/L
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0003,0,mg/L
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,20,AMMONIA-N,,0.2083,0.21,mg/L
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,19,NITRITE-N,,0.0071,0.007,mg/L
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0169,0.017,mg/L
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.2,0.2,nM/minmL
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,8.85,8.8,mg/L
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,98,SALINITY,,30.5,30.5,PSU
FLAB,FLAB14,FIU15085,1/21/1998,SAMP,G,SA,98,SALINITY,,30.6,30.6,PSU
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,78,NITRATE-N,,0.0098,0.01,mg/L
FLAB,FLAB14,FIU15084,1/21/1998,SAMP,G,SA,12,TURBIDITY,,5.9,5.9,NTU
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,12,TURBIDITY,,21.7,21.7,NTU
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,61,CHLOROPHYLL-A,,2.3,2.3,ug/L
FLAB,FLAB14,FIU15087,2/18/1998,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.6,6.6,mg/L
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,7,Temperature,,24.6,24.6,Deg C
FLAB,FLAB14,FIU15087,2/18/1998,SAMP,G,SA,7,Temperature,,24.6,24.6,Deg C
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0213,0.021,mg/L
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.001,0.001,mg/L
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,20,AMMONIA-N,,0.3273,0.33,mg/L
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,19,NITRITE-N,,0.012,0.012,mg/L
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.029,0.029,mg/L
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.42,0.42,nM/minmL
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,9.84,9.8,mg/L
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,98,SALINITY,,25.2,25.2,PSU
FLAB,FLAB14,FIU15087,2/18/1998,SAMP,G,SA,98,SALINITY,,25.2,25.2,PSU
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,78,NITRATE-N,,0.017,0.017,mg/L
FLAB,FLAB14,FIU15086,2/18/1998,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.1,6.1,mg/L
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,12,TURBIDITY,,100.5,100.5,NTU
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,61,CHLOROPHYLL-A,,3.5,3.5,ug/L
FLAB,FLAB14,FIU15089,3/20/1998,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.3,6.3,mg/L
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,7,Temperature,,26.3,26.3,Deg C
FLAB,FLAB14,FIU15089,3/20/1998,SAMP,G,SA,7,Temperature,,26.3,26.3,Deg C
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0379,0.038,mg/L
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0006,0.001,mg/L
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,20,AMMONIA-N,,0.5858,0.59,mg/L
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,19,NITRITE-N,,0.0389,0.039,mg/L
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0811,0.081,mg/L
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.33,0.33,nM/minmL
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,10.76,10.8,mg/L
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,98,SALINITY,,28.8,28.8,PSU
FLAB,FLAB14,FIU15089,3/20/1998,SAMP,G,SA,98,SALINITY,,28.8,28.8,PSU
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,78,NITRATE-N,,0.0422,0.042,mg/L
FLAB,FLAB14,FIU15088,3/20/1998,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.1,6.1,mg/L
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,12,TURBIDITY,,19,19,NTU
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,61,CHLOROPHYLL-A,,1.8,1.8,ug/L
FLAB,FLAB14,FIU15091,4/15/1998,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.9,6.9,mg/L
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,7,Temperature,,24.8,24.8,Deg C
FLAB,FLAB14,FIU15091,4/15/1998,SAMP,G,SA,7,Temperature,,24.8,24.8,Deg C
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0171,0.017,mg/L
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0012,0.001,mg/L
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,20,AMMONIA-N,,0.6377,0.64,mg/L
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,19,NITRITE-N,,0.0519,0.052,mg/L
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.1016,0.102,mg/L
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.26,0.26,nM/minmL
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,12.23,12.2,mg/L
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,98,SALINITY,,33.1,33.1,PSU
FLAB,FLAB14,FIU15091,4/15/1998,SAMP,G,SA,98,SALINITY,,33.1,33.1,PSU
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,78,NITRATE-N,,0.0498,0.05,mg/L
FLAB,FLAB14,FIU15090,4/15/1998,SAMP,G,SA,8,DISSOLVED OXYGEN,,6,6,mg/L
FLAB,FLAB14,FIU15092,5/14/1998,SAMP,G,SA,12,TURBIDITY,,8.7,8.7,NTU
FLAB,FLAB14,FIU15092,5/14/1998,SAMP,G,SA,61,CHLOROPHYLL-A,,1.3,1.3,ug/L
FLAB,FLAB14,FIU15093,5/14/1998,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.8,7.8,mg/L
FLAB,FLAB14,FIU15092,5/14/1998,SAMP,G,SA,7,Temperature,,31,31,Deg C
FLAB,FLAB14,FIU15093,5/14/1998,SAMP,G,SA,7,Temperature,,31,31,Deg C
