Project Code,Station ID,Sample ID,Collection_Date,Sample Type New,Collection Method,Matrix,Test Number,Test Name,Storet Code,Value,Sigfig Value,Units
FLAB,FLAB12,FIU14635,4/29/1999,SAMP,G,SA,98,SALINITY,,40.8,40.8,PSU
FLAB,FLAB12,FIU14634,4/29/1999,SAMP,G,SA,78,NITRATE-N,,0.0027,0.003,mg/L
FLAB,FLAB12,FIU14634,4/29/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,,7,7,mg/L
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0057,0.006,mg/L
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,12,TURBIDITY,,10.4,10.4,NTU
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,,4.2,4.2,mg/L
FLAB,FLAB12,FIU14637,5/28/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,,4.2,4.2,mg/L
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,7,Temperature,,30.1,30.1,Deg C
FLAB,FLAB12,FIU14637,5/28/1999,SAMP,G,SA,7,Temperature,,30.1,30.1,Deg C
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,61,CHLOROPHYLL-A,,4.9,4.9,ug/L
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0138,0.014,mg/L
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,27,SILICA,,2.43,2.4,mg/L
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0006,0.001,mg/L
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,20,AMMONIA-N,,0.0473,0.05,mg/L
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,19,NITRITE-N,,0.0028,0.003,mg/L
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,2.11,2.11,nM/minmL
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,15.44,15.4,mg/L
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,98,SALINITY,,43.8,43.8,PSU
FLAB,FLAB12,FIU14637,5/28/1999,SAMP,G,SA,98,SALINITY,,43.9,43.9,PSU
FLAB,FLAB12,FIU14636,5/28/1999,SAMP,G,SA,78,NITRATE-N,,0.0029,0.003,mg/L
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.0011,0.001,mg/L
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,78,NITRATE-N,,0,0,mg/L
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,,3,3,mg/L
FLAB,FLAB12,FIU14639,6/17/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,,3,3,mg/L
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,7,Temperature,,29.5,29.5,Deg C
FLAB,FLAB12,FIU14639,6/17/1999,SAMP,G,SA,7,Temperature,,29.5,29.5,Deg C
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,61,CHLOROPHYLL-A,,2.5,2.5,ug/L
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.0059,0.006,mg/L
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0019,0.002,mg/L
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,20,AMMONIA-N,,0.0115,0.01,mg/L
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,19,NITRITE-N,,0.0011,0.001,mg/L
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,168,ALKALINE PHOSPHATASE,,0.89,0.89,nM/minmL
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,14.42,14.4,mg/L
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,98,SALINITY,,42.8,42.8,PSU
FLAB,FLAB12,FIU14639,6/17/1999,SAMP,G,SA,98,SALINITY,,42.8,42.8,PSU
FLAB,FLAB12,FIU14638,6/17/1999,SAMP,G,SA,12,TURBIDITY,,4.1,4.1,NTU
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0039,0.004,mg/L
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,78,NITRATE-N,620,0.0005,0,mg/L
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8,8,mg/L
FLAB,FLAB12,FIU14641,7/6/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.6,7.6,mg/L
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,7,Temperature,10,30.3,30.3,Deg C
FLAB,FLAB12,FIU14641,7/6/1999,SAMP,G,SA,7,Temperature,10,30.3,30.3,Deg C
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,61,CHLOROPHYLL-A,,1.3,1.3,ug/L
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.0105,0.0105,mg/L
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,27,SILICA,955,1.137,1.137,mg/L
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,-0.0006,-0.0006,mg/L
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,20,AMMONIA-N,608,0.098,0.098,mg/L
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,19,NITRITE-N,615,0.0034,0.0034,mg/L
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,1.14,1.14,nM/minmL
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,12.43,12.43,mg/L
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,98,SALINITY,,38.4,38.4,PSU
FLAB,FLAB12,FIU14641,7/6/1999,SAMP,G,SA,98,SALINITY,,38.5,38.5,PSU
FLAB,FLAB12,FIU14640,7/6/1999,SAMP,G,SA,12,TURBIDITY,76,2.6,2.6,NTU
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0009,0.001,mg/L
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,78,NITRATE-N,620,0,0,mg/L
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.1,7.1,mg/L
FLAB,FLAB12,FIU14643,8/24/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.3,7.3,mg/L
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,7,Temperature,10,30.9,30.9,Deg C
FLAB,FLAB12,FIU14643,8/24/1999,SAMP,G,SA,7,Temperature,10,30.7,30.7,Deg C
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,61,CHLOROPHYLL-A,,6.5,6.5,ug/L
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.0312,0.0312,mg/L
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0062,0.0062,mg/L
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,20,AMMONIA-N,608,0.0034,0.0034,mg/L
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,19,NITRITE-N,615,0.0009,0.0009,mg/L
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,1.43,1.43,nM/minmL
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,18.29,18.29,mg/L
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,98,SALINITY,,36.3,36.3,PSU
FLAB,FLAB12,FIU14643,8/24/1999,SAMP,G,SA,98,SALINITY,,36.4,36.4,PSU
FLAB,FLAB12,FIU14642,8/24/1999,SAMP,G,SA,12,TURBIDITY,76,8.9,8.9,NTU
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0015,0.0015,mg/L
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,78,NITRATE-N,620,0,0,mg/L
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,3.9,3.9,mg/L
FLAB,FLAB12,FIU14645,9/23/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,5,5,mg/L
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,7,Temperature,10,29.5,29.5,Deg C
FLAB,FLAB12,FIU14645,9/23/1999,SAMP,G,SA,7,Temperature,10,28.1,28.1,Deg C
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,61,CHLOROPHYLL-A,,4.1,4.1,ug/L
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.038,0.038,mg/L
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0016,0.0016,mg/L
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,20,AMMONIA-N,608,0.0048,0.0048,mg/L
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,19,NITRITE-N,615,0.0015,0.0015,mg/L
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,1.97,1.97,nM/minmL
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,22.48,22.48,mg/L
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,98,SALINITY,,24.5,24.5,PSU
FLAB,FLAB12,FIU14645,9/23/1999,SAMP,G,SA,98,SALINITY,,33.6,33.6,PSU
FLAB,FLAB12,FIU14644,9/23/1999,SAMP,G,SA,12,TURBIDITY,76,8.6,8.6,NTU
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0118,0.0118,mg/L
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,78,NITRATE-N,620,0.0037,0.004,mg/L
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.8,7.8,mg/L
FLAB,FLAB12,FIU14647,10/25/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.7,7.7,mg/L
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,7,Temperature,10,23.9,23.9,Deg C
FLAB,FLAB12,FIU14647,10/25/1999,SAMP,G,SA,7,Temperature,10,23.9,23.9,Deg C
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,61,CHLOROPHYLL-A,32210,7.3,7.3,ug/L
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.0162,0.0162,mg/L
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,-0.00062,-0.00062,mg/L
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,20,AMMONIA-N,608,0.3,0.3,mg/L
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,19,NITRITE-N,615,0.0015,0.0015,mg/L
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,2.91,2.91,nM/minmL
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,11.66,11.66,mg/L
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,98,SALINITY,480,16.2,16.2,PSU
FLAB,FLAB12,FIU14647,10/25/1999,SAMP,G,SA,98,SALINITY,480,16.4,16.4,PSU
FLAB,FLAB12,FIU14646,10/25/1999,SAMP,G,SA,12,TURBIDITY,76,6,6,NTU
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,7,Temperature,10,24.3,24.3,Deg C
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,78,NITRATE-N,620,0.015,0.015,mg/L
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0203,0.0203,mg/L
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,12,TURBIDITY,76,5.9,5.9,NTU
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.6,8.6,mg/L
FLAB,FLAB12,FIU14649,11/12/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.5,8.5,mg/L
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,61,CHLOROPHYLL-A,32210,3,3,ug/L
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.0095,0.0095,mg/L
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,27,SILICA,955,0.729,0.729,mg/L
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0021,0.0021,mg/L
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,20,AMMONIA-N,608,0.1,0.1,mg/L
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,19,NITRITE-N,615,0.0021,0.0021,mg/L
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,0.75,0.75,nM/minmL
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,9.53,9.53,mg/L
FLAB,FLAB12,FIU14648,11/12/1999,SAMP,G,SA,98,SALINITY,480,20.9,20.9,PSU
FLAB,FLAB12,FIU14649,11/12/1999,SAMP,G,SA,98,SALINITY,480,20.9,20.9,PSU
FLAB,FLAB12,FIU14649,11/12/1999,SAMP,G,SA,7,Temperature,10,24.4,24.4,Deg C
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,7,Temperature,10,17.9,17.9,Deg C
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,78,NITRATE-N,620,0.0049,0.005,mg/L
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0015,0.0015,mg/L
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,12,TURBIDITY,76,8.8,8.8,NTU
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.7,7.7,mg/L
FLAB,FLAB12,FIU14651,12/3/1999,SAMP,G,SA,8,DISSOLVED OXYGEN,299,7.6,7.6,mg/L
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,61,CHLOROPHYLL-A,32210,2,2,ug/L
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.0119,0.0119,mg/L
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0012,0.0012,mg/L
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,20,AMMONIA-N,608,0.0059,0.0059,mg/L
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,19,NITRITE-N,615,0.0001,0.0001,mg/L
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,1.76,1.76,nM/minmL
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,11.54,11.54,mg/L
FLAB,FLAB12,FIU14650,12/3/1999,SAMP,G,SA,98,SALINITY,480,20.9,20.9,PSU
FLAB,FLAB12,FIU14651,12/3/1999,SAMP,G,SA,98,SALINITY,480,20.9,20.9,PSU
FLAB,FLAB12,FIU14651,12/3/1999,SAMP,G,SA,7,Temperature,10,17.9,17.9,Deg C
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,12,TURBIDITY,76,6,6,NTU
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,27,SILICA,955,0.417,0.417,mg/L
FLAB,FLAB12,FIU14653,1/25/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,6.4,6.4,mg/L
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,7,Temperature,10,17.7,17.7,Deg C
FLAB,FLAB12,FIU14653,1/25/2000,SAMP,G,SA,7,Temperature,10,17.7,17.7,Deg C
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,61,CHLOROPHYLL-A,,7.8,7.8,ug/L
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.0311,0.0311,mg/L
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0011,0.0011,mg/L
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,20,AMMONIA-N,608,0.0038,0.0038,mg/L
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,19,NITRITE-N,615,0.0006,0.0006,mg/L
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0043,0.0043,mg/L
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,0.01,0.01,nM/minmL
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,12.36,12.36,mg/L
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,98,SALINITY,,27.1,27.1,PSU
FLAB,FLAB12,FIU14653,1/25/2000,SAMP,G,SA,98,SALINITY,,27.1,27.1,PSU
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,78,NITRATE-N,620,0.0036,0.004,mg/L
FLAB,FLAB12,FIU14652,1/25/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,6.4,6.4,mg/L
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,12,TURBIDITY,76,8.5,8.5,NTU
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,78,NITRATE-N,620,0.0089,0.009,mg/L
FLAB,FLAB12,FIU14655,2/28/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,10.2,10.2,mg/L
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,7,Temperature,10,24.9,24.9,Deg C
FLAB,FLAB12,FIU14655,2/28/2000,SAMP,G,SA,7,Temperature,10,25,25,Deg C
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,61,CHLOROPHYLL-A,,3.7,3.7,ug/L
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.0098,0.0098,mg/L
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0033,0.0033,mg/L
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,20,AMMONIA-N,608,0.0028,0.0028,mg/L
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,19,NITRITE-N,615,0.0001,0.0001,mg/L
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.009,0.009,mg/L
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,1.81,1.81,nM/minmL
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,12.15,12.15,mg/L
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,98,SALINITY,,26.6,26.6,PSU
FLAB,FLAB12,FIU14655,2/28/2000,SAMP,G,SA,98,SALINITY,,26.5,26.5,PSU
FLAB,FLAB12,FIU14654,2/28/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,10.3,10.3,mg/L
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,12,TURBIDITY,76,6,6,NTU
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,78,NITRATE-N,620,0.0095,0.01,mg/L
FLAB,FLAB12,FIU14657,3/21/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,6.2,6.2,mg/L
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,7,Temperature,10,25.9,25.9,Deg C
FLAB,FLAB12,FIU14657,3/21/2000,SAMP,G,SA,7,Temperature,10,25.9,25.9,Deg C
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,61,CHLOROPHYLL-A,,4.2,4.2,ug/L
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.0132,0.0132,mg/L
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0011,0.0011,mg/L
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,20,AMMONIA-N,608,0.0217,0.0217,mg/L
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,19,NITRITE-N,615,0.0006,0.0006,mg/L
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0101,0.0101,mg/L
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,1.93,1.93,nM/minmL
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,12.79,12.79,mg/L
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,98,SALINITY,,30.2,30.2,PSU
FLAB,FLAB12,FIU14657,3/21/2000,SAMP,G,SA,98,SALINITY,,30.2,30.2,PSU
FLAB,FLAB12,FIU14656,3/21/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,6.2,6.2,mg/L
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,12,TURBIDITY,76,6.6,6.6,NTU
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,27,SILICA,955,1.266,1.266,mg/L
FLAB,FLAB12,FIU14659,4/14/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,5.3,5.3,mg/L
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,7,Temperature,10,25.2,25.2,Deg C
FLAB,FLAB12,FIU14659,4/14/2000,SAMP,G,SA,7,Temperature,10,25.2,25.2,Deg C
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,61,CHLOROPHYLL-A,32210,1.4,1.4,ug/L
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.0203,0.0203,mg/L
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0018,0.0018,mg/L
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,20,AMMONIA-N,608,0.0526,0.0526,mg/L
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,19,NITRITE-N,615,0.0019,0.0019,mg/L
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0033,0.0033,mg/L
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,3.9,3.9,nM/minmL
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,12.74,12.74,mg/L
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,98,SALINITY,480,36.3,36.3,PSU
FLAB,FLAB12,FIU14659,4/14/2000,SAMP,G,SA,98,SALINITY,480,36.3,36.3,PSU
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,78,NITRATE-N,620,0.0014,0.001,mg/L
FLAB,FLAB12,FIU14658,4/14/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,5.2,5.2,mg/L
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0014,0.0014,mg/L
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,78,NITRATE-N,620,0.0004,0,mg/L
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,4.9,4.9,mg/L
FLAB,FLAB12,FIU14661,5/30/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,5,5,mg/L
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,7,Temperature,10,29.6,29.6,Deg C
FLAB,FLAB12,FIU14661,5/30/2000,SAMP,G,SA,7,Temperature,10,29.7,29.7,Deg C
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,61,CHLOROPHYLL-A,32210,0.4,0.4,ug/L
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",665,0.012,0.012,mg/L
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,23,"PHOSPHATE, ORTHO AS P",,0.0018,0.0018,mg/L
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,20,AMMONIA-N,608,0.0334,0.0334,mg/L
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,19,NITRITE-N,615,-0.00028,-0.00028,mg/L
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,168,ALKALINE PHOSPHATASE,49548,0.7,0.7,nM/minmL
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",680,11.76,11.76,mg/L
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,98,SALINITY,480,43.4,43.4,PSU
FLAB,FLAB12,FIU14661,5/30/2000,SAMP,G,SA,98,SALINITY,480,43.4,43.4,PSU
FLAB,FLAB12,FIU14660,5/30/2000,SAMP,G,SA,12,TURBIDITY,76,1.6,1.6,NTU
FLAB,FLAB12,FIU14662,6/20/2000,SAMP,G,SA,18,NITRATE+NITRITE-N,630,0.0012,0.0012,mg/L
FLAB,FLAB12,FIU14662,6/20/2000,SAMP,G,SA,78,NITRATE-N,620,0.0008,0.001,mg/L
FLAB,FLAB12,FIU14662,6/20/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.8,8.8,mg/L
FLAB,FLAB12,FIU14663,6/20/2000,SAMP,G,SA,8,DISSOLVED OXYGEN,299,8.7,8.7,mg/L
FLAB,FLAB12,FIU14662,6/20/2000,SAMP,G,SA,7,Temperature,10,31.2,31.2,Deg C
FLAB,FLAB12,FIU14663,6/20/2000,SAMP,G,SA,7,Temperature,10,31.2,31.2,Deg C
FLAB,FLAB12,FIU14662,6/20/2000,SAMP,G,SA,61,CHLOROPHYLL-A,32210,0.3,0.3,ug/L
