station,sampleID,testNumber,parameter,collectDate,value,units,remarkCode,project,sampleType,programType,matrix,collectMethod,dataType,mdl,bdl,qualityCode,depth,depthUnits,dcsMeters,source,discharge,latitude,longitude,totalDepth,upDownStream,samplingPurpose,owner,sampleComment
FLAB14,P143129-8,12,TURBIDITY,5/11/2023,0.1,NTU,U,FLAB,FCEB,MON,DI,G,TURBI,0.1,Y,A,,,,WMD,0,25.1504805,-80.8092194,,,BA,WMD,FCEB collected thru all sampling equipment by PF at FLAB14 using DI 7762
FLAB14,P146064-8,12,TURBIDITY,11/13/2023,0.1,NTU,U,FLAB,FCEB,MON,DI,G,TURBI,0.1,Y,A,,,,WMD,0,25.1504805,-80.8092194,,,BA,WMD,FCEB collected thru all sampling equipment by CL at FLAB14 using DI 7860
FLAB14,P148342-8,12,TURBIDITY,1/8/2024,0.1,NTU,U,FLAB,FCEB,MON,DI,G,TURBI,0.1,Y,A,,,,WMD,0,25.1504805,-80.8092194,,,BA,WMD,FCEB collected thru all sampling equipment by ST at FLAB14 using DI 7913
FLAB14,P152189-8,12,TURBIDITY,7/15/2024,0.1,NTU,I,FLAB,FCEB,MON,DI,G,TURBI,0.1,N,A,,,,WMD,0,25.1504805,-80.8092194,,,BA,WMD,FCEB collected thru all sampling equipment by RJC using DI 8031.
FLAB14,P153175-8,12,TURBIDITY,9/12/2024,0.1,NTU,U,FLAB,FCEB,MON,DI,G,TURBI,0.1,Y,A,,,,WMD,0,25.1504805,-80.8092194,,,BA,WMD,FCEB collected thru all sampling equipment using DI 8059.
FLAB14,FIU14936,12,TURBIDITY,4/15/1991,0.265,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14939,12,TURBIDITY,5/15/1991,0.325,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14940,12,TURBIDITY,6/15/1991,0.315,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14942,12,TURBIDITY,7/15/1991,0.32,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14945,12,TURBIDITY,8/15/1991,0.9,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14946,12,TURBIDITY,9/15/1991,7.69,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14949,12,TURBIDITY,10/15/1991,11.575,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14950,12,TURBIDITY,11/15/1991,7.075,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14953,12,TURBIDITY,12/15/1991,0.455,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14954,12,TURBIDITY,1/15/1992,0.705,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14956,12,TURBIDITY,2/15/1992,0.625,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14959,12,TURBIDITY,3/15/1992,1.445,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14960,12,TURBIDITY,4/15/1992,4.94,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14962,12,TURBIDITY,5/15/1992,0.925,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14964,12,TURBIDITY,6/15/1992,1.005,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14966,12,TURBIDITY,7/15/1992,1.77,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14968,12,TURBIDITY,8/15/1992,9.52,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14971,12,TURBIDITY,9/15/1992,28.71,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14973,12,TURBIDITY,10/15/1992,17.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14975,12,TURBIDITY,11/15/1992,13.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14977,12,TURBIDITY,12/15/1992,7.79,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14978,12,TURBIDITY,1/21/1993,6.37,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14979,12,TURBIDITY,2/10/1993,1.79,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14980,12,TURBIDITY,3/10/1993,0.97,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14981,12,TURBIDITY,4/7/1993,1.86,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14982,12,TURBIDITY,5/12/1993,18.66,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14983,12,TURBIDITY,6/3/1993,6.905,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14984,12,TURBIDITY,7/7/1993,12.045,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14985,12,TURBIDITY,8/4/1993,5.355,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14986,12,TURBIDITY,9/9/1993,3.535,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14987,12,TURBIDITY,10/6/1993,12.3,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14988,12,TURBIDITY,11/3/1993,40.885,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14989,12,TURBIDITY,12/2/1993,51.33,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14990,12,TURBIDITY,1/11/1994,27.65,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14991,12,TURBIDITY,2/2/1994,45.55,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14992,12,TURBIDITY,3/8/1994,2.55,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14993,12,TURBIDITY,4/6/1994,2.8,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14995,12,TURBIDITY,5/4/1994,26,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14997,12,TURBIDITY,6/8/1994,14.5,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14999,12,TURBIDITY,7/7/1994,35.9,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15001,12,TURBIDITY,8/4/1994,77.2,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15003,12,TURBIDITY,9/14/1994,24.8,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15005,12,TURBIDITY,10/5/1994,10.4,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15007,12,TURBIDITY,11/2/1994,30.3,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15009,12,TURBIDITY,11/22/1994,9.3,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15011,12,TURBIDITY,12/1/1994,5.9,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15013,12,TURBIDITY,1/5/1995,84.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15015,12,TURBIDITY,2/2/1995,8.1,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15017,12,TURBIDITY,3/1/1995,42.2,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15019,12,TURBIDITY,4/19/1995,49.7,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15021,12,TURBIDITY,5/24/1995,7.1,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15023,12,TURBIDITY,6/21/1995,41,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15025,12,TURBIDITY,7/12/1995,2.2,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15027,12,TURBIDITY,8/11/1995,12.6,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15029,12,TURBIDITY,9/6/1995,14.2,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15031,12,TURBIDITY,10/22/1995,17,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15033,12,TURBIDITY,11/17/1995,34.8,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15035,12,TURBIDITY,12/14/1995,65.6,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15037,12,TURBIDITY,1/23/1996,34.3,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15039,12,TURBIDITY,2/12/1996,38.6,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15041,12,TURBIDITY,3/22/1996,22.9,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15043,12,TURBIDITY,4/25/1996,15.6,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15045,12,TURBIDITY,5/10/1996,125.6,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15047,12,TURBIDITY,6/6/1996,15.3,NTU,D,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15049,12,TURBIDITY,7/4/1996,5.3,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15051,12,TURBIDITY,8/22/1996,27.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15053,12,TURBIDITY,9/14/1996,6.4,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15055,12,TURBIDITY,10/15/1996,25.4,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15057,12,TURBIDITY,11/7/1996,33.9,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15059,12,TURBIDITY,12/6/1996,9.9,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15061,12,TURBIDITY,1/8/1997,11.9,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15063,12,TURBIDITY,2/15/1997,39.2,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15065,12,TURBIDITY,3/12/1997,5.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15067,12,TURBIDITY,4/16/1997,14.2,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15069,12,TURBIDITY,5/22/1997,5.6,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15071,12,TURBIDITY,6/12/1997,9.3,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15074,12,TURBIDITY,8/20/1997,17.7,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15076,12,TURBIDITY,9/10/1997,17.4,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15078,12,TURBIDITY,10/21/1997,9.4,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15080,12,TURBIDITY,11/25/1997,16.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15082,12,TURBIDITY,12/12/1997,7.7,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15084,12,TURBIDITY,1/21/1998,5.9,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15086,12,TURBIDITY,2/18/1998,21.7,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15088,12,TURBIDITY,3/20/1998,100.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15090,12,TURBIDITY,4/15/1998,19,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15092,12,TURBIDITY,5/14/1998,8.7,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15094,12,TURBIDITY,6/10/1998,20.3,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15096,12,TURBIDITY,7/14/1998,2.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15098,12,TURBIDITY,8/19/1998,7.4,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15100,12,TURBIDITY,9/17/1998,12.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15102,12,TURBIDITY,9/30/1998,27.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15104,12,TURBIDITY,11/3/1998,14,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15106,12,TURBIDITY,12/1/1998,25.3,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15108,12,TURBIDITY,1/14/1999,16.8,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15110,12,TURBIDITY,2/10/1999,21.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15112,12,TURBIDITY,3/23/1999,8.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15114,12,TURBIDITY,4/29/1999,8.2,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15116,12,TURBIDITY,5/28/1999,15.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15118,12,TURBIDITY,6/17/1999,16.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15120,12,TURBIDITY,7/6/1999,14.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15122,12,TURBIDITY,8/24/1999,17.2,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15124,12,TURBIDITY,9/23/1999,15.7,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15126,12,TURBIDITY,10/26/1999,29,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15128,12,TURBIDITY,11/12/1999,99.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15130,12,TURBIDITY,12/3/1999,25.8,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15132,12,TURBIDITY,1/25/2000,5.6,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15134,12,TURBIDITY,2/28/2000,19.2,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15136,12,TURBIDITY,3/21/2000,22.2,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15138,12,TURBIDITY,4/13/2000,13.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15140,12,TURBIDITY,5/30/2000,9.9,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15142,12,TURBIDITY,6/20/2000,9.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15144,12,TURBIDITY,7/20/2000,5.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15146,12,TURBIDITY,8/29/2000,8.4,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15148,12,TURBIDITY,9/29/2000,2.1,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15150,12,TURBIDITY,10/26/2000,16,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15152,12,TURBIDITY,11/30/2000,19,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15154,12,TURBIDITY,12/11/2000,11.6,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15156,12,TURBIDITY,1/25/2001,10.1,NTU,J5,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15158,12,TURBIDITY,2/21/2001,9.2,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15160,12,TURBIDITY,3/6/2001,36.9,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15162,12,TURBIDITY,4/3/2001,19.2,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15164,12,TURBIDITY,5/2/2001,3,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU110784,12,TURBIDITY,6/5/2001,3.2,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15166,12,TURBIDITY,7/12/2001,3.9,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15168,12,TURBIDITY,8/14/2001,5.9,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15170,12,TURBIDITY,9/5/2001,10.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU110486,12,TURBIDITY,10/23/2001,10.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU110488,12,TURBIDITY,11/8/2001,12.7,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU110490,12,TURBIDITY,12/3/2001,12.4,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU113118,12,TURBIDITY,1/29/2002,17.2,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU113120,12,TURBIDITY,2/20/2002,14.4,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU113122,12,TURBIDITY,3/19/2002,11.5,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,134014,12,TURBIDITY,4/9/2002,18.9,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,135014,12,TURBIDITY,5/15/2002,5.4,NTU,,FLAB,SAMP,MON,SA,G,TURBI,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
