#Merged Datasets Daily/Validated from 2011-01-01 to 2024-11-30
#Date,TB/chlorophyll2,TB/cond2,TB/depth,TB/dissolved_oxygen,TB/pH,TB/FDOM,TB/rain,TB/salinity2,TB/surface_temperature,TB/turbidity2,TB/stage
2013-08-03,2.185,8.705,1.446,5.469,7.704,null,0.000,4.881,31.385,7.385,-0.423
2013-08-04,2.243,12.509,1.392,3.935,7.674,null,0.000,7.209,31.982,8.365,-0.569
2013-08-05,1.975,9.698,1.397,5.862,7.878,null,0.000,5.484,31.451,6.162,-0.510
2013-08-06,2.205,10.955,1.407,5.373,7.930,null,0.000,6.248,31.287,8.242,-0.409
2013-08-07,2.188,19.393,1.427,4.027,7.866,null,0.540,11.595,32.567,8.899,-0.314
2013-08-08,2.068,19.788,1.442,5.110,7.921,null,0.000,11.843,31.813,12.284,-0.286
2013-08-09,2.090,16.731,1.437,5.764,7.977,null,0.090,9.866,31.230,9.327,-0.362
2013-08-10,2.057,14.890,1.437,6.494,8.052,null,0.010,8.698,30.717,9.000,-0.436
2013-08-11,1.975,12.041,1.373,6.957,8.117,null,0.000,6.916,31.238,6.331,-0.685
2013-08-12,2.152,11.337,1.333,7.239,8.202,null,0.000,6.485,31.338,6.412,-0.769
2013-08-13,2.336,12.926,1.377,6.816,8.188,null,0.000,7.470,31.890,6.154,-0.574
2013-08-14,2.658,13.732,1.409,7.062,8.210,null,0.000,7.969,32.646,8.260,-0.439
2013-08-15,2.784,14.427,1.428,5.796,8.196,null,0.020,8.407,31.228,6.796,-0.409
2013-08-16,2.471,16.089,1.416,7.223,8.283,null,0.000,9.458,31.201,6.571,-0.456
2013-08-17,2.484,15.660,1.441,7.494,8.289,null,0.020,9.184,31.721,7.548,-0.385
2013-08-18,3.302,16.790,1.419,7.472,8.295,null,0.000,9.904,31.475,9.323,-0.453
2013-08-19,2.361,17.427,1.428,7.609,8.315,null,0.010,10.320,31.369,7.750,-0.387
2013-08-20,2.405,20.371,1.448,6.739,8.291,null,0.030,12.226,30.632,8.390,-0.330
2013-08-21,2.170,23.445,1.466,7.405,8.324,null,0.340,14.242,30.389,10.317,-0.274
2013-08-22,2.153,27.511,1.470,5.897,8.234,null,0.010,16.950,31.379,10.602,-0.238
2013-08-23,1.997,26.405,1.461,6.583,8.254,null,0.010,16.203,32.138,8.658,-0.232
2013-08-24,1.911,31.527,1.504,5.473,8.176,null,0.070,19.676,33.438,6.908,-0.165
2013-08-25,2.232,28.872,1.485,6.161,8.220,null,0.010,17.869,31.849,8.650,-0.271
2013-08-26,2.497,24.514,1.456,5.562,8.213,null,1.660,14.939,29.968,8.496,-0.344
2013-08-27,5.568,22.133,1.440,5.213,8.180,null,0.030,13.368,28.802,7.558,-0.353
2013-08-28,2.699,21.921,1.450,5.912,8.191,null,0.810,13.229,27.944,6.906,-0.296
2013-08-29,2.743,21.195,1.455,7.403,8.236,null,0.000,12.751,29.895,7.963,-0.285
2013-08-30,2.358,20.475,1.435,6.798,8.210,null,0.000,12.282,30.866,7.302,-0.320
2013-08-31,2.401,20.673,1.440,6.666,8.199,null,0.830,12.410,31.426,6.623,-0.299
2013-09-01,2.413,20.258,1.459,6.822,8.220,null,0.060,12.139,31.698,6.673,-0.249
2013-09-02,2.739,19.505,1.437,5.921,8.141,null,0.000,11.651,31.968,6.950,-0.349
2013-09-03,3.245,18.927,1.395,5.658,8.181,null,0.010,11.277,30.918,8.750,-0.474
2013-09-04,3.253,18.802,1.402,6.199,8.206,null,0.000,11.195,30.995,10.448,-0.478
2013-09-05,2.541,16.861,1.388,6.646,8.268,null,0.000,9.950,31.093,11.169,-0.539
2013-09-06,2.583,15.662,1.387,7.072,8.323,null,0.000,9.187,31.295,12.394,-0.509
2013-09-07,3.107,16.346,1.385,5.867,8.270,null,0.000,9.620,29.984,11.579,-0.475
2013-09-08,2.773,17.180,1.380,6.597,8.291,null,0.000,10.158,29.494,12.122,-0.443
2013-09-09,2.987,23.362,1.417,5.980,8.184,null,0.000,14.216,30.687,13.529,-0.353
2013-09-10,3.548,24.047,1.424,6.310,8.205,null,0.030,14.635,30.301,15.506,-0.376
2013-09-11,3.043,26.327,1.461,4.565,8.099,null,0.200,16.154,29.900,14.802,-0.260
2013-09-12,2.942,27.346,1.447,4.762,8.076,null,0.180,16.840,29.057,14.752,-0.253
2013-09-13,2.916,27.922,1.458,5.285,8.080,null,0.000,17.236,30.225,12.242,-0.130
2013-09-14,2.886,37.773,1.495,5.386,8.026,null,0.000,24.032,31.854,7.873,-0.025
2013-09-15,2.700,38.277,1.493,4.601,8.023,null,0.120,24.356,30.610,8.719,-0.120
2013-09-16,3.540,33.066,1.462,4.161,7.962,null,1.880,20.734,28.140,7.519,-0.233
2013-09-17,null,28.014,1.471,4.749,7.985,null,0.030,17.285,27.498,7.633,-0.177
2013-09-18,null,26.789,1.492,6.122,8.063,null,0.000,16.459,27.990,7.119,-0.122
2013-09-19,null,27.475,1.507,6.226,8.062,null,0.160,16.924,28.432,8.198,-0.078
2013-09-20,null,29.489,1.488,6.333,8.040,null,0.050,18.288,29.657,8.856,-0.114
2013-09-21,null,27.125,1.466,6.085,8.035,null,0.000,16.688,30.418,7.477,-0.083
2013-09-22,null,28.966,1.510,5.690,7.997,null,0.000,17.930,32.006,9.206,0.082
2013-09-23,null,32.537,1.580,5.273,8.016,null,0.780,20.370,31.458,8.106,0.216
2013-09-24,null,33.935,1.562,5.210,8.026,null,0.000,21.336,31.286,7.279,0.137
2013-09-25,null,31.134,1.527,5.360,7.995,null,0.000,19.403,31.378,5.606,0.086
2013-09-26,null,28.092,1.522,5.492,7.956,null,0.000,17.345,30.327,5.717,0.073
2013-09-27,2.796,24.093,1.413,5.405,7.828,null,0.800,14.665,30.777,4.453,-0.050
2013-09-28,3.113,27.281,1.355,5.825,7.844,null,0.080,16.799,30.861,5.277,-0.144
2013-09-29,3.303,24.882,1.359,6.317,7.933,null,0.770,15.188,30.053,5.969,-0.148
2013-09-30,3.536,22.893,1.386,6.018,7.911,null,1.520,13.875,30.061,6.379,-0.080
2013-10-01,3.640,19.289,1.399,6.112,7.904,null,0.000,11.523,29.980,6.356,-0.085
2013-10-02,4.128,17.008,1.413,5.567,7.854,null,0.130,10.062,29.822,7.429,-0.057
2013-10-03,4.149,15.400,1.426,5.245,7.831,null,0.030,9.028,29.391,7.702,-0.030
2013-10-04,4.040,14.761,1.421,5.579,7.868,null,0.000,8.618,28.897,7.806,-0.061
2013-10-05,4.047,13.913,1.384,5.431,7.834,null,0.000,8.086,28.791,6.965,-0.142
2013-10-06,4.350,14.465,1.391,5.069,7.803,null,0.000,8.431,29.970,6.796,-0.063
2013-10-07,4.155,14.613,1.421,5.575,7.832,null,0.000,8.522,30.837,6.925,0.079
2013-10-08,4.038,14.490,1.431,5.619,7.808,null,0.080,8.449,29.580,5.381,0.079
2013-10-09,3.957,13.370,1.384,4.872,7.721,null,0.000,7.756,29.327,4.560,-0.124
2013-10-10,3.827,16.798,1.333,5.686,7.837,null,0.000,9.912,29.530,4.125,-0.291
2013-10-11,3.695,16.172,1.301,6.640,7.969,null,0.000,9.511,29.053,4.973,-0.394
2013-10-12,3.871,16.563,1.374,6.660,8.034,null,0.000,9.763,28.174,5.108,-0.190
2013-10-13,3.990,20.564,1.419,5.933,8.016,null,0.000,12.358,27.901,5.750,-0.047
2013-10-14,3.904,18.250,1.382,6.272,7.994,null,0.000,10.843,27.530,5.938,-0.118
2013-10-15,3.637,22.161,1.402,6.834,8.080,null,0.000,13.405,27.631,6.008,0.001
2013-10-16,2.853,30.407,1.447,6.748,8.105,null,0.000,18.978,28.106,4.394,0.167
2013-10-17,2.154,37.917,1.468,5.943,8.100,null,0.000,24.110,29.603,4.209,0.244
2013-10-18,2.172,39.177,1.459,6.982,8.171,null,0.000,24.984,29.649,4.033,0.209
2013-10-19,2.392,38.929,1.468,5.653,8.092,null,0.080,24.809,29.420,2.900,0.242
2013-10-20,2.595,37.484,1.482,4.966,7.948,null,0.000,23.798,29.743,2.785,0.285
2013-10-21,2.679,36.392,1.462,4.619,7.847,null,0.000,23.034,30.660,2.835,0.177
2013-10-22,3.396,32.557,1.420,4.340,7.712,null,0.000,20.386,30.817,3.312,0.080
2013-10-23,4.274,22.882,1.392,4.981,7.734,null,0.190,13.876,30.132,2.948,0.013
2013-10-24,4.014,22.689,1.320,6.092,7.926,null,0.000,13.734,27.678,4.263,-0.349
2013-10-25,3.714,20.124,1.237,7.128,8.063,null,0.000,12.056,25.486,3.938,-0.722
2013-10-26,3.465,16.494,1.226,7.960,8.178,null,0.000,9.714,24.713,3.302,-0.745
2013-10-27,3.304,17.669,1.253,8.136,8.216,null,0.000,10.466,24.992,6.565,-0.612
2013-10-28,3.335,18.216,1.330,7.604,8.200,null,0.000,10.818,25.219,8.598,-0.399
2013-10-29,3.220,19.028,1.336,7.951,8.230,null,0.000,11.341,25.759,7.923,-0.412
2013-10-30,2.922,19.675,1.364,7.436,8.226,null,0.000,11.760,25.917,5.629,-0.313
2013-10-31,2.707,22.196,1.386,7.385,8.236,null,0.000,13.414,26.201,6.062,-0.166
2013-11-01,2.199,26.656,1.421,6.175,8.137,null,0.000,16.394,27.670,4.423,0.044
2013-11-02,2.021,28.240,1.420,6.223,8.133,null,0.000,17.456,28.436,5.375,0.110
2013-11-03,2.116,26.935,1.275,7.234,8.195,null,0.000,16.558,26.035,3.723,-0.410
2013-11-04,2.068,24.380,1.221,7.903,8.284,null,0.060,14.851,24.182,3.158,-0.664
2013-11-05,2.018,23.236,1.173,7.807,8.269,null,0.040,14.093,24.122,3.698,-0.812
2013-11-06,1.854,24.867,1.270,7.399,8.219,null,0.010,15.174,25.212,3.579,-0.486
2013-11-07,1.835,25.788,1.337,7.510,8.207,null,0.000,15.789,26.141,5.408,-0.228
2013-11-08,1.739,27.973,1.304,7.706,8.232,null,0.000,17.257,26.107,4.979,-0.348
2013-11-09,1.613,26.512,1.316,7.305,8.233,null,0.000,16.276,25.956,5.040,-0.378
2013-11-10,1.557,25.737,1.330,7.045,8.207,null,0.600,15.755,26.253,5.967,-0.352
2013-11-11,1.507,24.286,1.293,7.615,8.247,null,0.000,14.789,26.097,6.008,-0.472
2013-11-12,1.537,22.695,1.339,7.026,8.230,null,2.370,13.735,25.845,6.998,-0.286
2013-11-13,1.513,22.571,1.229,7.412,8.255,null,0.050,13.653,24.449,6.325,-0.706
2013-11-14,1.559,16.586,1.137,8.620,8.426,null,0.000,9.787,22.614,7.525,-1.096
2013-11-15,1.438,17.530,1.263,7.655,8.376,null,0.010,10.382,23.024,7.154,-0.580
2013-11-16,1.099,32.883,1.387,6.930,8.254,null,0.010,20.616,24.239,7.075,-0.122
2013-11-17,0.858,38.320,1.440,7.273,8.273,null,0.000,24.382,25.568,5.888,0.067
2013-11-18,0.829,37.695,1.433,6.940,8.227,null,0.000,23.949,26.575,4.594,0.096
2013-11-19,0.764,29.615,1.416,6.617,8.186,null,0.000,18.372,26.421,5.141,0.081
2013-11-20,0.654,33.872,1.435,6.010,8.111,null,0.000,21.295,27.518,5.242,0.072
2013-11-21,0.677,37.533,1.435,5.981,8.071,null,0.000,23.831,28.053,6.067,-0.031
2013-11-22,0.761,31.714,1.373,6.168,8.073,null,1.660,19.807,26.820,5.831,-0.236
2013-11-23,0.823,28.005,1.302,6.737,8.142,null,0.000,17.287,26.335,6.321,-0.399
2013-11-24,0.872,25.566,1.325,7.075,8.174,null,0.000,15.640,26.192,5.963,-0.365
2013-11-25,0.915,25.263,1.200,7.225,8.200,null,0.180,15.439,24.543,6.654,-0.825
2013-11-26,1.000,24.661,1.315,6.845,8.164,null,0.660,15.040,24.636,8.284,-0.276
2013-11-27,0.964,23.602,1.427,6.669,8.054,null,2.240,14.351,24.443,6.923,0.074
2013-11-28,1.012,21.553,1.298,7.886,8.315,null,0.000,12.987,20.725,6.654,-0.608
2013-11-29,1.066,19.098,1.219,8.696,8.463,null,0.000,11.390,20.355,7.435,-0.878
2013-11-30,1.082,16.088,1.234,8.598,8.477,null,0.210,9.458,21.280,7.104,-0.772
2013-12-01,1.176,14.888,1.269,8.639,8.454,null,0.000,8.695,22.460,9.417,-0.543
2013-12-02,1.225,15.788,1.323,7.877,8.370,null,0.000,9.266,23.047,9.713,-0.231
2013-12-03,1.222,26.494,1.423,6.364,8.226,null,0.000,16.280,24.288,6.850,0.052
2013-12-04,1.216,34.172,1.470,6.269,8.206,null,0.000,21.494,25.066,7.142,0.132
2013-12-05,null,33.254,1.471,6.417,8.170,null,0.000,20.858,25.227,5.854,0.064
2013-12-06,null,32.999,1.477,6.048,8.072,null,0.000,20.681,25.712,5.354,0.057
2013-12-07,null,30.638,1.396,6.279,8.056,null,0.000,19.066,25.597,7.394,-0.246
2013-12-08,null,27.297,1.352,6.614,8.063,null,0.060,16.800,25.968,7.792,-0.379
2013-12-09,null,26.621,1.372,6.469,7.986,null,0.000,16.349,26.724,7.304,-0.311
2013-12-10,null,23.406,1.364,6.406,8.027,null,0.000,14.205,26.725,9.967,-0.324
2013-12-11,null,21.386,1.330,6.781,8.103,null,0.000,12.876,26.256,9.644,-0.472
2013-12-12,null,19.897,1.283,7.130,8.158,null,0.000,11.905,25.738,10.079,-0.645
2013-12-13,null,16.195,1.172,7.719,8.326,null,0.180,9.528,23.573,9.455,-0.967
2013-12-14,null,16.799,1.304,7.362,8.221,null,0.000,9.908,24.912,7.979,-0.447
2013-12-15,null,22.441,1.379,6.965,8.145,null,0.200,13.580,26.034,9.398,-0.179
2013-12-16,null,20.026,1.271,7.525,8.234,null,0.000,11.989,24.520,10.929,-0.626
2013-12-17,null,19.924,1.208,8.175,8.380,null,0.000,11.922,22.124,11.622,-0.861
2013-12-18,null,17.883,1.196,8.722,8.488,null,0.000,10.604,21.606,11.742,-0.960
2013-12-19,null,15.194,1.178,8.627,8.518,null,0.000,8.889,21.439,11.765,-1.011
2013-12-20,null,18.057,1.241,7.791,8.358,null,0.000,10.721,23.178,10.431,-0.748
2013-12-21,null,22.954,1.339,7.120,8.255,null,0.000,13.926,24.711,11.042,-0.385
2013-12-22,null,31.046,1.375,6.165,8.123,null,0.000,19.351,25.752,9.871,-0.286
2013-12-23,0.824,32.285,1.364,6.264,8.054,null,0.000,20.193,26.670,10.158,-0.358
2013-12-24,0.915,26.248,1.276,7.168,8.154,null,0.000,16.099,25.944,14.825,-0.638
2013-12-25,0.974,20.689,1.119,7.996,8.368,null,0.160,12.430,23.167,12.143,-1.136
2013-12-26,0.911,17.276,1.186,8.501,8.381,null,1.140,10.213,23.400,13.265,-0.902
2013-12-27,0.957,18.294,1.244,8.144,8.324,null,0.010,10.867,23.807,13.074,-0.741
2013-12-28,1.011,19.580,1.276,7.141,8.216,null,0.010,11.699,24.197,13.560,-0.605
2013-12-29,1.038,23.058,1.337,6.392,8.136,null,0.390,13.981,24.439,14.258,-0.306
2013-12-30,0.998,26.372,1.315,6.979,8.158,null,0.010,16.188,24.415,13.204,-0.438
2013-12-31,1.031,25.904,1.239,7.405,8.192,null,0.020,15.866,23.648,15.844,-0.786
2014-01-01,1.035,25.859,1.230,7.743,8.154,null,0.010,15.835,24.329,13.433,-0.763
2014-01-02,1.166,26.758,1.328,6.623,7.992,null,0.000,16.438,25.838,18.175,-0.305
2014-01-03,1.310,27.846,1.260,7.723,8.232,null,0.000,17.169,22.915,16.645,-0.612
2014-01-04,1.040,26.251,1.224,7.680,8.391,null,0.070,16.104,19.844,null,-0.773
2014-01-05,0.999,28.709,1.292,7.153,8.231,null,0.000,17.753,21.755,null,-0.449
2014-01-06,1.018,31.404,1.351,7.861,8.202,null,0.000,19.590,22.784,null,-0.295
2014-01-07,0.744,29.394,1.141,9.759,8.597,null,0.000,18.217,15.408,null,-1.275
2014-01-08,0.590,24.142,1.111,10.252,8.660,null,0.010,14.706,16.307,null,-1.492
2014-01-09,1.075,24.939,1.234,9.063,8.445,null,0.030,15.232,19.830,13.278,-0.842
2014-01-10,0.967,36.791,1.339,8.596,8.270,null,0.000,23.315,21.992,12.396,-0.437
2014-01-11,0.996,37.373,1.366,8.113,8.124,null,0.000,23.721,24.113,13.431,-0.304
2014-01-12,1.018,32.642,1.327,8.406,8.185,null,0.000,20.444,24.362,14.081,-0.481
2014-01-13,0.815,37.510,1.343,7.370,8.258,null,0.000,23.817,25.163,9.546,-0.542
2014-01-14,0.686,35.355,1.417,6.549,8.370,null,0.000,22.311,25.447,5.135,-0.343
2014-01-15,0.826,34.851,1.352,6.396,8.516,null,0.190,21.962,23.615,6.041,-0.550
2014-01-16,1.362,29.012,1.295,7.554,9.005,null,0.000,17.970,19.373,3.880,-0.834
2014-01-17,1.022,23.802,1.317,8.711,9.425,null,0.000,14.467,15.686,4.933,-0.851
2014-01-18,1.061,24.659,1.347,8.792,9.296,null,0.000,15.035,16.084,3.652,-0.772
2014-01-19,1.090,25.499,1.354,8.950,9.287,null,0.000,15.595,15.752,3.660,-0.783
2014-01-20,1.252,28.757,1.383,8.998,9.072,null,0.000,17.788,18.190,2.525,-0.601
2014-01-21,1.460,30.483,1.366,7.848,8.934,null,0.240,18.959,18.982,3.477,-0.503
2014-01-22,1.211,31.218,1.355,8.340,8.973,null,0.000,19.460,18.057,3.818,-0.616
2014-01-23,1.218,29.441,1.310,8.924,9.074,null,0.000,18.249,16.622,4.221,-0.927
2014-01-24,1.482,28.307,1.251,8.944,8.945,null,0.000,17.482,17.315,8.048,-1.173
2014-01-25,1.524,23.723,1.217,8.979,8.877,null,0.000,14.417,17.542,6.154,-1.147
2014-01-26,1.536,27.148,1.313,8.779,8.584,null,0.000,16.718,20.073,5.900,-0.727
2014-01-27,1.447,34.578,1.375,7.705,8.217,null,0.000,21.777,22.629,5.244,-0.476
2014-01-28,1.380,36.557,1.386,7.550,8.137,null,0.000,23.161,24.139,4.044,-0.466
2014-01-29,1.693,37.439,1.398,6.688,7.922,null,1.000,23.768,25.262,6.809,-0.423
2014-01-30,1.786,30.600,1.288,7.458,8.201,null,0.210,19.041,21.552,6.075,-0.822
2014-01-31,1.695,31.577,1.348,7.275,8.194,null,0.030,19.714,22.590,5.115,-0.608
2014-02-01,1.823,35.356,1.445,6.688,null,null,0.000,22.312,25.009,5.502,-0.341
2014-02-02,1.736,37.573,1.434,6.433,null,null,0.000,23.861,25.722,5.140,-0.378
2014-02-03,1.959,38.054,1.442,5.650,null,null,0.000,24.195,26.340,5.284,-0.322
2014-02-04,2.146,37.771,1.415,5.990,null,null,0.000,23.998,26.389,8.165,-0.421
2014-02-05,2.822,35.431,1.436,5.863,null,null,0.000,22.364,26.529,10.206,-0.352
2014-02-06,2.878,36.544,1.241,5.108,null,null,0.000,23.138,27.165,5.096,-0.481
2014-02-07,null,35.945,1.131,null,null,null,0.000,22.721,27.479,null,-0.585
2014-02-08,null,34.896,1.181,null,null,null,0.610,21.992,27.660,null,-0.534
2014-02-09,null,31.663,1.087,null,null,null,0.000,19.764,27.188,null,-0.628
2014-02-10,null,30.494,1.043,null,null,null,0.000,18.966,26.211,null,-0.672
2014-02-11,2.070,28.715,1.200,8.002,8.307,null,0.000,17.757,26.849,8.077,-0.522
2014-02-12,2.331,32.216,1.384,6.815,8.323,null,0.670,20.151,27.350,10.050,-0.278
2014-02-13,3.493,36.194,1.399,6.298,8.260,null,0.160,22.895,24.240,11.606,-0.136
2014-02-14,2.022,32.996,1.367,7.278,8.317,null,0.000,20.680,21.149,8.879,-0.403
2014-02-15,1.847,33.359,1.417,7.656,8.310,null,0.000,20.930,21.565,8.631,-0.291
2014-02-16,1.915,32.525,1.381,7.622,8.307,null,0.000,20.356,20.889,7.854,-0.494
2014-02-17,2.080,31.370,1.383,8.252,8.369,null,0.000,19.565,21.748,7.688,-0.528
2014-02-18,2.252,32.580,1.382,7.883,8.376,null,0.000,20.393,22.928,7.402,-0.536
2014-02-19,2.300,32.721,1.377,7.531,8.374,null,0.000,20.490,23.718,9.856,-0.490
2014-02-20,2.447,32.609,1.356,7.206,8.339,null,0.000,20.413,24.787,10.783,-0.531
2014-02-21,3.121,32.586,1.378,6.674,8.283,null,0.000,20.397,26.320,11.171,-0.429
2014-02-22,2.205,33.253,1.358,6.244,8.301,null,0.000,20.856,27.415,10.633,-0.498
2014-02-23,2.757,33.134,1.322,6.537,8.301,null,0.000,20.774,27.809,10.846,-0.601
2014-02-24,3.539,31.035,1.315,6.597,8.305,null,0.000,19.335,27.820,14.077,-0.600
2014-02-25,3.321,28.737,1.293,6.813,8.349,null,0.000,17.771,26.919,12.545,-0.648
2014-02-26,2.533,29.505,1.332,6.430,8.336,null,0.000,18.297,26.603,14.746,-0.448
2014-02-27,2.074,35.615,1.415,6.673,null,null,0.420,22.492,25.626,14.604,-0.183
2014-02-28,1.969,34.504,1.393,6.977,null,null,0.080,21.720,24.140,11.027,-0.395
2014-03-01,1.532,35.302,1.408,7.622,null,null,0.000,22.273,23.492,7.835,-0.480
2014-03-02,1.557,35.507,1.390,7.338,null,null,0.000,22.416,24.503,7.254,-0.542
2014-03-03,1.759,35.314,1.374,6.857,null,null,0.000,22.282,25.388,7.768,-0.513
2014-03-04,1.776,35.446,1.350,7.088,null,null,0.000,22.373,26.224,9.209,-0.569
2014-03-05,1.960,35.686,1.372,6.511,null,null,0.000,22.540,26.887,8.598,-0.459
2014-03-06,2.523,37.154,1.409,6.316,null,null,0.870,23.569,26.590,16.806,-0.242
2014-03-07,2.757,39.703,1.438,6.505,null,null,0.010,25.354,24.471,23.063,-0.150
2014-03-08,1.661,36.371,1.345,7.169,null,null,0.000,23.026,22.919,9.698,-0.655
2014-03-09,1.724,33.246,1.318,7.734,null,null,0.000,20.858,24.125,9.192,-0.795
2014-03-10,1.960,32.587,1.327,7.496,null,null,0.000,20.404,26.060,9.869,-0.703
2014-03-11,2.245,35.183,1.321,6.832,8.334,null,0.000,22.192,27.133,9.853,-0.522
2014-03-12,2.517,37.960,1.407,6.545,8.498,null,0.000,24.135,26.744,13.106,-0.127
2014-03-13,1.962,38.881,1.316,6.706,8.533,null,0.020,24.775,25.648,11.141,-0.580
2014-03-14,1.790,37.168,1.237,7.378,8.682,null,0.000,23.574,22.692,10.240,-1.025
2014-03-15,1.624,34.974,1.240,7.452,8.636,null,0.000,22.073,23.457,9.185,-0.914
2014-03-16,2.129,37.667,1.276,6.898,8.467,null,0.000,23.924,25.826,9.798,-0.618
2014-03-17,2.231,40.226,1.341,6.344,8.482,null,0.000,25.734,26.239,12.769,-0.263
2014-03-18,2.360,41.878,1.405,6.114,8.435,null,0.160,26.895,25.909,17.483,-0.155
2014-03-19,2.005,42.675,1.324,6.536,8.444,null,0.150,27.462,25.637,13.167,-0.565
2014-03-20,2.004,39.200,1.300,6.573,8.408,null,0.010,25.000,26.188,14.344,-0.639
2014-03-21,1.777,39.596,1.308,6.709,8.415,null,0.000,25.280,26.440,10.274,-0.629
2014-03-22,1.812,40.293,1.325,6.299,8.300,null,0.000,25.771,28.287,9.479,-0.597
2014-03-23,2.022,40.211,1.310,6.217,8.306,null,0.000,25.714,28.522,13.909,-0.628
2014-03-24,1.935,38.533,1.271,6.169,8.284,null,0.010,24.531,28.168,12.665,-0.716
2014-03-25,2.675,39.225,1.290,6.027,8.357,null,0.680,25.018,26.427,27.753,-0.590
2014-03-26,3.351,37.399,1.233,7.539,8.614,null,0.000,23.743,22.029,19.237,-1.032
2014-03-27,2.102,36.779,1.264,7.566,8.651,null,0.000,23.317,22.714,9.327,-0.972
2014-03-28,2.348,38.392,1.293,7.487,8.548,null,0.000,24.432,23.900,7.726,-0.757
2014-03-29,2.127,41.553,1.373,6.731,8.381,null,0.740,26.668,25.375,6.342,-0.392
2014-03-30,1.966,41.967,1.346,6.992,8.350,null,0.000,26.958,25.877,6.483,-0.471
2014-03-31,3.389,42.055,1.295,7.469,8.469,null,0.000,27.020,23.793,9.156,-0.741
2014-04-01,3.977,42.489,1.311,7.648,8.479,null,0.000,27.329,24.484,5.940,-0.718
2014-04-02,5.668,42.217,1.300,7.523,8.448,null,0.000,27.136,25.140,5.633,-0.772
2014-04-03,1.725,42.468,1.268,7.261,8.388,null,0.000,27.315,25.830,6.638,-0.825
2014-04-04,2.007,42.901,1.270,6.857,8.248,null,0.000,27.623,26.567,6.023,-0.756
2014-04-05,3.218,42.542,1.287,6.616,8.237,null,0.000,27.367,28.264,4.573,-0.692
2014-04-06,1.384,42.859,1.261,6.495,8.286,null,0.000,27.594,28.766,6.392,-0.744
2014-04-07,1.319,43.103,1.277,6.423,8.119,null,0.000,27.770,28.481,7.231,-0.626
2014-04-08,1.560,45.157,1.351,6.189,8.119,null,0.080,29.240,28.295,11.381,-0.316
2014-04-09,1.872,49.267,1.279,6.184,8.205,null,0.000,32.220,25.369,10.629,-0.721
2014-04-10,1.442,41.359,1.197,7.682,8.357,null,0.000,26.527,23.521,10.940,-1.175
2014-04-11,1.590,42.938,1.175,7.073,8.355,null,0.000,27.660,24.558,8.175,-1.202
2014-04-12,1.599,41.467,1.175,7.606,8.352,null,0.000,26.604,25.912,8.213,-1.140
2014-04-13,1.557,39.516,1.178,7.586,8.314,null,0.000,25.224,27.121,8.477,-1.054
2014-04-14,1.436,44.185,1.252,6.878,8.244,null,0.000,28.564,29.131,8.014,-0.710
2014-04-15,2.325,52.419,1.346,6.628,8.165,null,0.000,34.527,29.189,5.484,-0.446
2014-04-16,4.115,46.790,1.271,6.859,8.189,null,0.000,30.416,26.320,8.956,-0.738
2014-04-17,3.891,47.547,1.270,6.504,8.144,null,0.000,30.965,26.971,8.256,-0.802
2014-04-18,3.889,48.799,1.306,6.419,8.137,null,0.000,31.875,27.477,6.480,-0.607
2014-04-19,3.371,52.115,1.377,6.273,8.096,null,0.040,34.303,27.561,6.362,-0.322
2014-04-20,2.735,53.190,1.346,6.730,8.158,null,0.000,35.095,25.067,5.842,-0.489
2014-04-21,3.012,51.308,1.268,6.837,8.144,null,0.000,33.712,24.814,5.446,-0.722
2014-04-22,3.188,50.748,1.283,7.524,8.167,null,0.000,33.298,25.839,5.296,-0.592
2014-04-23,2.515,54.048,1.347,7.378,8.232,null,0.000,35.728,25.918,5.513,-0.393
2014-04-24,2.399,54.644,1.393,7.059,8.259,null,0.000,36.169,26.008,6.938,-0.293
2014-04-25,2.096,54.776,1.395,7.129,8.209,null,0.000,36.267,27.491,3.758,-0.289
2014-04-26,2.121,55.510,1.387,6.625,8.180,null,0.000,36.812,27.858,4.248,-0.314
2014-04-27,1.885,56.805,1.408,6.252,8.150,null,0.000,37.777,29.486,2.856,-0.251
2014-04-28,1.857,57.911,1.414,6.079,8.137,null,0.000,38.604,28.564,3.312,-0.184
2014-04-29,1.441,58.990,1.449,5.928,8.118,null,0.000,39.415,28.796,2.342,-0.068
2014-04-30,1.581,59.391,1.488,6.117,8.078,null,0.000,39.716,29.058,2.308,-0.035
2014-05-01,2.273,59.401,1.467,5.117,7.950,null,0.000,39.724,28.812,2.101,-0.083
2014-05-02,1.982,59.487,1.466,5.554,7.976,null,0.000,39.789,28.159,2.848,-0.016
2014-05-03,1.657,57.895,1.495,5.732,7.998,null,1.480,38.593,28.075,3.629,0.056
2014-05-04,1.553,56.892,1.393,6.134,7.970,null,0.000,37.844,27.353,2.983,-0.359
2014-05-05,1.319,53.713,1.319,7.234,8.037,null,0.000,35.480,26.545,2.719,-0.594
2014-05-06,1.006,53.902,1.332,7.143,8.059,null,0.000,35.621,27.206,3.358,-0.526
2014-05-07,1.117,55.333,1.357,6.913,8.102,null,0.000,36.681,28.323,3.296,-0.487
2014-05-08,1.859,55.605,1.343,6.710,8.102,null,0.000,36.883,28.275,3.881,-0.593
2014-05-09,1.648,55.462,1.308,6.965,8.077,null,0.000,34.734,28.173,3.115,-0.712
