#Merged Datasets Daily/Validated from 2011-01-01 to 2024-11-30
#Date,WB/chlorophyll2,WB/cond2,WB/depth,WB/dissolved_oxygen,WB/pH,WB/FDOM,WB/rain,WB/salinity2,WB/surface_temperature,WB/turbidity2,WB/stage
2014-07-07,2.208,65.425,0.684,6.647,8.324,null,0.000,44.303,31.048,3.591,-0.514
2014-07-08,0.987,65.734,0.701,6.579,8.283,null,0.000,44.541,31.396,1.835,-0.487
2014-07-09,0.627,65.294,0.694,5.920,8.514,null,0.593,44.205,31.573,0.347,-0.509
2014-07-10,0.454,64.059,0.680,5.277,8.729,null,0.000,43.258,30.114,1.117,-0.538
2014-07-11,0.438,63.580,0.654,6.625,8.659,null,0.011,42.892,30.358,0.742,-0.625
2014-07-12,0.547,63.601,0.670,6.481,8.703,null,0.392,42.907,31.065,1.081,-0.570
2014-07-13,0.440,63.685,0.691,6.205,8.743,null,0.000,42.971,30.592,0.952,-0.479
2014-07-14,0.425,64.178,0.703,6.871,8.751,null,0.000,43.349,31.287,1.006,-0.436
2014-07-15,0.482,64.542,0.684,6.434,8.757,null,0.064,43.627,31.095,0.929,-0.442
2014-07-16,0.543,64.196,0.692,7.621,8.784,null,0.032,43.363,31.760,0.890,-0.388
2014-07-17,0.536,63.181,0.695,7.823,8.824,null,0.011,42.588,32.532,0.809,-0.405
2014-07-18,0.538,62.238,0.687,6.386,8.752,null,1.118,41.870,32.268,null,-0.462
2014-07-19,0.640,62.551,0.657,6.326,8.750,null,0.277,42.108,32.062,null,-0.554
2014-07-20,0.585,63.765,0.643,6.144,8.720,null,1.024,43.033,32.016,null,-0.580
2014-07-21,0.597,63.158,0.656,5.318,8.701,null,0.011,42.570,31.463,null,-0.548
2014-07-22,0.574,63.093,0.658,5.300,8.700,null,0.320,42.520,30.774,null,-0.546
2014-07-23,0.576,63.106,0.672,6.033,8.719,null,0.096,42.530,31.452,null,-0.512
2014-07-24,0.645,63.087,0.670,6.706,8.710,null,0.064,42.516,31.807,null,-0.498
2014-07-25,0.704,62.807,0.680,6.545,8.682,null,0.000,42.303,32.175,null,-0.498
2014-07-26,0.727,62.807,0.700,6.659,8.670,null,0.000,42.303,32.526,null,-0.454
2014-07-27,0.793,63.450,0.719,6.311,8.658,null,0.000,42.793,32.791,null,-0.400
2014-07-28,0.877,64.037,0.716,6.421,8.644,null,0.000,43.240,33.633,null,-0.383
2014-07-29,1.050,64.736,0.709,5.512,8.668,null,0.000,43.776,32.594,null,-0.340
2014-07-30,0.856,62.503,0.706,6.189,8.722,null,0.000,42.072,32.093,null,-0.330
2014-07-31,1.030,62.682,0.703,6.270,8.742,null,0.000,42.208,32.354,null,-0.339
2014-08-01,1.087,62.984,0.670,7.184,8.501,null,0.000,42.438,32.778,3.639,-0.423
2014-08-02,null,63.111,0.646,5.090,8.211,null,0.796,42.535,31.782,5.106,-0.472
2014-08-03,null,62.328,0.676,2.895,8.110,null,0.441,41.939,29.932,5.471,-0.360
2014-08-04,null,61.275,0.712,4.437,8.170,null,0.097,41.139,28.206,4.965,-0.298
2014-08-05,null,61.501,0.724,7.010,8.231,null,0.011,41.310,29.541,3.913,-0.344
2014-08-06,null,61.060,0.696,6.445,8.196,null,0.000,40.977,31.864,4.175,-0.420
2014-08-07,null,59.976,0.707,6.295,8.138,null,0.097,40.157,32.622,4.056,-0.347
2014-08-08,null,59.371,0.738,5.315,8.102,null,0.496,39.701,31.674,4.871,-0.264
2014-08-09,null,59.669,0.748,6.692,8.158,null,0.000,39.926,32.382,4.773,-0.269
2014-08-10,null,59.223,0.744,7.473,8.190,null,0.000,39.591,33.188,4.671,-0.282
2014-08-11,null,60.429,0.740,6.418,8.174,null,0.000,40.499,32.492,4.531,-0.278
2014-08-12,null,60.221,0.751,7.193,8.203,null,0.000,40.342,33.063,3.910,-0.220
2014-08-13,1.061,60.593,0.781,8.232,8.236,null,0.000,40.623,33.059,2.008,-0.190
2014-08-14,1.037,61.132,0.786,9.200,8.312,null,0.000,41.031,33.552,-0.625,-0.253
2014-08-15,1.195,61.402,0.783,7.740,8.291,null,0.076,41.235,33.410,-0.354,-0.279
2014-08-16,1.110,61.387,0.778,5.653,8.206,null,0.000,41.224,32.721,-0.240,-0.332
2014-08-17,0.976,61.846,0.763,7.010,8.231,null,0.000,41.572,32.706,-0.204,-0.388
2014-08-18,0.959,62.523,0.727,6.381,8.218,null,0.000,42.087,32.511,-0.146,-0.452
2014-08-19,0.907,62.236,0.728,7.477,8.241,null,0.000,41.869,32.778,-0.202,-0.431
2014-08-20,1.130,61.953,0.757,6.015,8.207,null,0.174,41.653,33.034,-0.375,-0.381
2014-08-21,1.012,62.243,0.752,5.042,8.132,null,0.033,41.874,32.327,-0.465,-0.420
2014-08-22,0.827,63.048,0.736,6.181,8.166,null,0.011,42.486,32.279,-0.417,-0.422
2014-08-23,0.740,64.168,0.728,6.290,8.240,null,0.011,43.341,31.526,-0.275,-0.329
2014-08-24,0.688,63.211,0.744,6.603,8.245,null,0.000,42.611,31.697,-0.254,-0.162
2014-08-25,0.781,62.764,0.773,6.895,8.252,null,0.229,42.270,31.885,-0.073,-0.012
2014-08-26,0.699,64.915,0.777,6.396,8.227,null,0.087,43.916,30.744,0.350,-0.085
2014-08-27,0.477,65.562,0.771,7.961,8.297,null,0.000,44.409,30.606,0.087,-0.199
2014-08-28,1.095,66.062,0.854,8.172,8.287,null,0.361,44.794,31.476,0.252,0.017
2014-08-29,1.035,65.934,0.887,6.110,8.273,null,0.000,44.696,32.358,-0.804,0.015
2014-08-30,0.583,66.005,0.868,5.521,8.339,null,0.000,44.749,31.564,-1.290,-0.145
2014-08-31,0.503,65.713,0.846,6.923,8.406,null,0.000,44.524,31.152,-1.215,-0.224
2014-09-01,0.510,66.118,0.809,6.376,8.378,null,0.000,44.837,30.951,-1.258,-0.323
2014-09-02,0.459,65.625,0.787,6.485,8.407,null,1.547,44.459,30.920,-1.135,-0.357
2014-09-03,0.621,62.918,0.778,5.791,8.361,null,0.933,42.387,29.977,-0.983,-0.351
2014-09-04,0.625,62.711,0.836,6.698,8.389,null,0.044,42.230,30.470,-0.481,-0.221
2014-09-05,0.684,63.048,0.822,6.873,8.387,null,0.000,42.486,31.265,-0.950,-0.271
2014-09-06,0.613,63.742,0.790,6.320,8.383,null,0.077,43.015,31.395,-1.238,-0.307
2014-09-07,0.578,63.399,0.815,5.465,8.340,null,0.825,42.754,30.100,-1.142,-0.216
2014-09-08,0.612,62.892,0.836,6.491,8.359,null,0.000,42.367,29.975,-1.010,-0.176
2014-09-09,0.576,63.508,0.823,7.448,8.385,null,0.044,42.836,30.193,-1.071,-0.215
2014-09-10,0.626,63.849,0.808,5.590,8.366,null,1.808,43.098,29.293,-1.150,-0.223
2014-09-11,0.664,62.731,0.815,6.537,8.368,null,0.000,42.245,29.565,-1.231,-0.213
2014-09-12,0.896,62.481,0.812,4.569,8.268,null,0.309,42.054,28.991,-0.856,-0.208
2014-09-13,0.621,62.499,0.820,6.615,8.324,null,0.232,42.068,28.384,-1.292,-0.215
2014-09-14,0.722,62.415,0.839,7.192,8.365,null,0.000,42.004,28.640,-0.754,-0.248
2014-09-15,0.925,62.545,0.786,6.687,8.374,null,0.000,42.103,29.913,-0.665,-0.441
2014-09-16,0.954,63.075,0.770,6.417,8.415,null,0.000,42.506,30.654,-0.533,-0.418
2014-09-17,0.900,63.381,0.766,5.447,8.491,null,0.000,42.740,31.097,-0.550,-0.299
2014-09-18,0.529,null,0.790,3.754,8.549,null,0.344,null,30.076,null,-0.160
2014-09-19,0.453,null,0.819,3.880,8.590,null,0.000,null,28.957,null,-0.070
2014-09-20,0.482,null,0.841,4.610,8.585,null,0.000,null,29.084,null,0.011
2014-09-21,0.568,null,0.849,5.787,8.621,null,0.000,null,29.105,null,-0.032
2014-09-22,0.568,null,0.853,5.737,8.626,null,0.089,null,29.150,null,-0.028
2014-09-23,0.650,null,0.838,4.429,8.532,null,0.678,null,27.817,null,-0.059
2014-09-24,0.690,null,0.849,6.295,8.565,null,0.200,null,27.558,null,-0.047
2014-09-25,0.647,null,0.828,6.880,8.597,null,0.156,null,28.534,null,-0.099
2014-09-26,0.708,null,0.819,5.725,8.586,null,0.022,null,28.744,null,-0.083
2014-09-27,0.747,null,0.827,7.140,8.589,null,0.000,null,29.733,null,-0.046
2014-09-28,0.791,null,0.836,7.494,8.633,null,0.000,null,30.512,null,-0.021
2014-09-29,0.789,null,0.841,7.050,8.619,null,0.000,null,30.832,null,0.055
2014-09-30,0.855,null,0.849,7.162,8.679,null,0.134,null,31.264,null,0.099
2014-10-01,0.926,63.927,0.899,5.997,8.488,null,0.000,43.156,30.921,null,0.116
2014-10-02,1.106,63.438,0.908,7.176,8.427,null,0.000,42.783,31.463,null,0.008
2014-10-03,1.152,63.170,0.881,5.930,8.398,null,0.000,42.579,31.378,null,-0.077
2014-10-04,1.171,62.895,0.871,5.228,8.370,null,0.168,42.369,30.164,null,-0.016
2014-10-05,1.560,62.516,0.866,6.920,8.369,null,0.011,42.081,27.698,null,-0.075
2014-10-06,0.977,62.890,0.902,7.314,8.380,null,0.000,42.366,27.333,null,-0.021
2014-10-07,1.203,63.422,0.940,6.902,8.404,null,0.135,42.771,28.558,null,0.058
2014-10-08,1.205,63.237,0.917,7.182,8.427,null,0.000,42.630,28.761,null,-0.024
2014-10-09,1.343,62.803,0.875,6.069,8.363,null,0.438,42.300,28.385,null,-0.126
2014-10-10,1.158,62.291,0.849,6.652,8.357,null,0.000,41.911,27.890,null,-0.172
2014-10-11,1.016,62.953,0.857,6.606,8.370,null,0.000,42.414,28.209,null,-0.137
2014-10-12,1.077,63.248,0.850,6.450,8.385,null,0.000,42.639,28.897,null,-0.193
2014-10-13,1.075,63.765,0.824,6.413,8.362,null,0.011,43.032,28.986,null,-0.300
2014-10-14,0.926,63.784,0.812,6.243,8.394,null,0.068,43.048,29.143,null,-0.296
2014-10-15,0.871,63.730,0.818,5.852,8.358,null,0.102,43.006,29.942,null,-0.239
2014-10-16,1.449,63.887,0.771,6.195,8.354,null,0.000,43.126,28.774,null,-0.375
2014-10-17,1.190,64.041,0.763,6.215,8.395,null,0.000,43.243,26.494,null,-0.424
2014-10-18,0.976,64.075,0.788,6.519,8.415,null,0.000,43.270,27.383,null,-0.340
2014-10-19,1.091,64.419,0.803,7.209,8.463,null,0.000,43.533,27.980,null,-0.321
2014-10-20,1.072,63.844,0.828,5.623,8.400,null,1.470,43.094,27.290,null,-0.225
2014-10-21,1.159,61.588,0.844,4.692,8.328,null,1.180,41.377,26.079,null,-0.139
2014-10-22,0.946,61.250,0.836,4.024,8.275,null,0.120,41.120,25.759,null,-0.151
2014-10-23,1.142,60.074,0.794,5.096,8.243,null,0.270,40.232,25.457,null,-0.235
2014-10-24,1.275,56.880,0.720,5.775,8.186,null,0.830,37.833,24.979,null,-0.414
2014-10-25,1.255,56.403,0.712,8.723,8.261,null,0.000,37.478,24.661,null,-0.533
2014-10-26,1.055,57.803,0.782,9.573,8.426,null,0.000,38.524,25.243,null,-0.367
2014-10-27,1.561,58.395,0.831,9.355,8.508,null,0.000,38.968,25.731,null,-0.295
2014-10-28,1.686,58.843,0.827,7.910,8.497,null,0.000,39.304,26.192,null,-0.356
2014-10-29,1.533,58.930,0.770,7.376,8.476,null,0.000,39.369,27.214,null,-0.371
2014-10-30,1.810,59.646,0.720,8.127,8.442,null,0.000,39.908,27.677,null,-0.312
2014-10-31,2.255,60.454,0.723,6.987,8.471,null,0.000,40.518,27.603,null,-0.219
2014-11-01,4.130,60.529,0.742,5.739,8.452,null,0.000,40.575,24.029,null,-0.316
2014-11-02,2.363,59.545,0.663,8.538,8.562,null,0.000,39.832,18.976,null,-0.806
2014-11-03,1.753,59.625,0.629,8.899,8.625,null,0.000,39.892,19.175,null,-0.942
2014-11-04,1.686,59.695,0.685,8.203,8.610,null,0.000,39.945,21.519,null,-0.689
2014-11-05,1.613,58.428,0.784,8.294,8.557,null,0.000,38.993,22.791,null,-0.303
2014-11-06,1.444,58.470,0.811,7.854,8.520,null,0.000,39.023,23.457,null,-0.138
2014-11-07,1.282,58.967,0.815,8.249,8.515,null,0.000,39.397,24.421,null,-0.033
2014-11-08,1.212,59.749,0.802,8.293,8.525,null,0.000,39.986,24.739,null,-0.018
2014-11-09,1.240,60.145,0.793,6.800,8.477,null,0.260,40.285,24.603,null,0.011
2014-11-10,1.166,59.939,0.751,6.047,8.416,null,0.050,40.130,23.732,null,-0.198
2014-11-11,1.015,60.180,0.733,6.553,8.439,null,0.000,40.311,23.152,null,-0.280
2014-11-12,0.879,60.112,0.743,7.055,8.447,null,0.000,40.260,22.800,null,-0.298
2014-11-13,0.795,59.963,0.747,7.742,8.447,null,0.000,40.148,24.416,null,-0.292
2014-11-14,0.767,59.918,0.782,7.218,8.428,null,0.000,40.113,25.363,null,-0.213
2014-11-15,0.657,59.919,0.783,6.807,8.429,null,0.000,40.114,24.128,null,-0.317
2014-11-16,0.531,59.868,0.812,6.932,8.429,null,0.000,40.076,25.263,null,-0.207
2014-11-17,0.450,59.879,0.837,7.829,8.415,null,0.000,40.084,26.746,null,-0.018
2014-11-18,0.576,60.331,0.795,6.423,8.381,null,0.000,40.425,26.305,null,-0.227
2014-11-19,0.623,60.399,0.605,6.645,8.407,null,0.040,40.477,19.398,null,-0.931
2014-11-20,0.477,60.919,0.580,7.855,8.326,null,0.000,40.870,19.829,null,-0.966
2014-11-21,0.496,59.838,0.654,6.164,8.283,null,0.110,40.053,21.890,null,-0.720
2014-11-22,0.492,60.081,0.720,5.561,8.168,null,0.100,40.236,22.778,null,-0.493
2014-11-23,0.387,60.505,0.801,7.006,8.267,null,0.000,40.557,24.069,null,-0.095
2014-11-24,0.404,61.147,0.876,6.841,8.259,null,0.000,41.042,25.249,null,0.136
2014-11-25,0.400,61.464,0.873,6.681,8.238,null,0.000,41.283,26.201,null,0.125
2014-11-26,0.660,61.871,0.856,5.115,8.197,null,0.020,41.591,25.731,null,-0.009
2014-11-27,0.606,61.731,0.693,7.864,8.373,null,0.000,41.485,19.904,null,-0.698
2014-11-28,0.583,62.077,0.618,8.496,8.495,null,0.000,41.747,17.941,null,-0.926
2014-11-29,0.530,62.650,0.621,8.662,8.520,null,0.000,42.183,17.787,null,-0.920
2014-11-30,0.489,61.363,0.758,8.233,8.442,null,0.020,41.206,20.013,null,-0.482
2014-12-01,0.499,61.113,0.814,7.395,8.383,null,0.010,41.016,22.127,-0.800,-0.279
2014-12-02,0.506,61.120,0.840,7.316,8.361,null,0.000,41.022,23.105,-0.875,-0.111
2014-12-03,0.504,61.413,0.834,7.537,8.350,null,0.000,41.244,23.914,-0.954,-0.106
2014-12-04,0.535,61.239,0.806,7.546,8.388,null,0.000,41.112,24.201,-0.494,-0.207
2014-12-05,0.477,60.813,0.849,7.195,8.343,null,0.000,40.790,24.688,-1.121,-0.122
2014-12-06,0.541,61.081,0.835,6.927,8.302,null,0.000,40.992,24.876,-0.883,-0.159
2014-12-07,0.585,61.247,0.783,6.810,8.357,null,0.000,41.118,24.183,-0.448,-0.240
2014-12-08,0.635,61.577,0.769,6.683,8.372,null,0.000,41.368,22.666,0.200,-0.261
2014-12-09,1.141,62.527,0.798,6.555,8.574,null,0.000,42.090,21.184,0.954,-0.195
2014-12-10,1.474,62.742,0.792,8.074,8.919,null,0.000,42.253,18.396,6.110,-0.340
2014-12-11,0.893,62.624,0.893,8.732,9.026,null,0.000,42.163,18.177,3.735,-0.061
2014-12-12,0.831,62.531,0.924,8.568,9.032,null,0.000,42.093,18.714,3.160,0.012
2014-12-13,0.723,62.412,0.825,8.374,9.093,null,0.000,42.002,18.370,6.290,-0.220
2014-12-14,0.593,62.408,0.776,8.522,9.104,null,0.000,41.999,18.433,6.500,-0.328
2014-12-15,0.402,62.562,0.811,8.479,9.030,null,0.000,42.116,19.143,7.475,-0.245
2014-12-16,0.269,62.416,0.836,8.698,8.983,null,0.000,42.005,19.634,1.962,-0.251
2014-12-17,0.270,62.900,0.774,8.489,8.958,null,0.000,42.374,20.183,-0.127,-0.450
2014-12-18,0.300,62.904,0.767,7.984,8.877,null,0.000,42.376,21.312,-0.294,-0.438
2014-12-19,0.333,62.981,0.724,7.518,8.802,null,0.000,42.435,21.819,0.648,-0.516
2014-12-20,0.311,62.883,0.754,7.900,8.816,null,0.000,42.361,22.078,1.015,-0.409
2014-12-21,0.390,62.831,0.778,7.721,8.784,null,0.000,42.321,22.723,1.345,-0.328
2014-12-22,0.342,62.774,0.787,7.655,8.716,null,0.000,42.278,23.393,2.015,-0.232
2014-12-23,0.351,62.688,0.802,7.381,8.682,null,0.000,42.212,24.315,1.325,-0.126
2014-12-24,0.356,62.788,0.839,6.714,8.630,null,0.060,42.288,24.879,-0.133,-0.014
2014-12-25,0.480,60.873,0.849,6.271,8.653,null,1.720,40.835,24.273,3.156,-0.142
2014-12-26,0.419,60.847,0.732,6.263,8.801,null,0.010,40.816,22.617,0.117,-0.582
2014-12-27,0.391,60.678,0.750,6.857,8.759,null,0.000,40.687,23.495,-0.108,-0.545
2014-12-28,0.367,60.569,0.748,7.430,8.714,null,0.000,40.605,24.416,-0.321,-0.511
2014-12-29,0.371,60.581,0.730,6.896,8.564,null,0.000,40.614,25.222,-0.675,-0.542
2014-12-30,0.373,60.489,0.722,6.417,8.553,null,0.000,40.544,25.682,-0.754,-0.612
2014-12-31,0.452,60.785,0.706,7.018,8.703,null,0.150,40.768,25.943,-0.323,-0.686
2015-01-01,0.444,60.614,0.706,6.316,8.760,null,0.010,40.639,25.560,-0.329,-0.678
2015-01-02,0.421,60.876,0.732,6.381,null,null,0.000,40.837,25.829,-0.435,-0.617
2015-01-03,0.438,60.736,0.728,6.175,null,null,0.000,40.731,25.562,-0.352,-0.642
2015-01-04,0.415,60.361,0.779,6.535,null,null,0.000,40.448,25.410,-0.338,-0.508
2015-01-05,0.446,60.352,0.751,7.088,null,null,0.000,40.441,26.245,-0.540,-0.653
2015-01-06,0.534,60.299,0.681,6.227,null,null,0.070,40.401,25.670,0.925,-0.850
2015-01-07,0.650,60.315,0.668,6.718,null,null,0.000,40.413,25.804,1.187,-0.796
2015-01-08,0.872,60.246,0.590,5.730,null,null,0.000,40.361,20.268,7.392,-1.122
2015-01-09,0.500,59.934,0.660,9.101,null,null,0.000,40.126,20.190,0.119,-0.868
2015-01-10,0.733,59.943,0.674,8.313,null,null,0.000,40.132,21.406,1.267,-0.883
2015-01-11,0.763,59.915,0.675,7.257,null,null,0.000,40.111,22.804,0.252,-0.854
2015-01-12,0.719,59.567,0.691,7.287,null,null,0.010,39.849,24.247,0.344,-0.702
2015-01-13,0.819,59.494,0.681,7.272,null,null,0.060,39.794,24.582,1.510,-0.663
2015-01-14,0.840,59.870,0.669,7.303,null,null,0.000,40.077,24.613,4.731,-0.685
2015-01-15,0.698,60.130,0.660,6.957,null,null,0.000,40.273,23.027,9.700,-0.731
2015-01-16,0.685,60.214,0.666,8.001,null,null,0.000,40.337,22.585,8.283,-0.703
2015-01-17,0.590,60.326,0.637,8.600,null,null,0.000,40.421,20.495,6.040,-0.855
2015-01-18,0.711,60.153,0.751,8.811,null,null,0.000,40.291,22.170,5.385,-0.475
2015-01-19,1.906,60.165,0.757,8.473,null,null,0.000,40.300,21.159,4.806,-0.480
2015-01-20,2.757,60.212,0.764,8.596,null,null,0.000,40.335,21.378,3.190,-0.357
2015-01-21,0.715,60.035,0.813,8.096,null,null,0.000,40.202,22.227,0.165,-0.225
2015-01-22,0.770,60.601,0.858,7.651,null,null,0.000,40.629,24.098,-1.673,-0.202
2015-01-23,0.673,61.091,0.818,6.311,null,null,0.000,41.000,24.002,-1.442,-0.252
2015-01-24,0.828,60.782,0.809,6.189,null,null,0.000,40.766,23.264,3.294,-0.190
2015-01-25,0.586,60.583,0.711,7.539,null,null,0.000,40.615,19.983,1.625,-0.584
2015-01-26,0.540,60.455,0.720,7.480,null,null,0.010,40.519,19.780,1.185,-0.451
2015-01-27,0.416,60.160,0.735,7.442,null,null,0.000,40.296,19.135,0.221,-0.488
2015-01-28,0.315,60.626,0.688,8.435,null,null,0.000,40.648,18.411,0.608,-0.748
2015-01-29,0.290,60.638,0.632,8.982,null,null,0.000,40.657,17.671,0.025,-1.009
2015-01-30,0.206,59.626,0.635,8.864,8.577,null,0.000,39.894,19.663,-0.100,-0.829
2015-01-31,0.247,60.714,0.593,8.345,8.546,null,0.000,40.715,19.919,-0.042,-0.874
2015-02-01,0.188,61.266,0.607,7.498,8.538,null,0.000,41.133,20.207,-0.785,-0.788
2015-02-02,0.197,60.235,0.665,7.820,8.492,null,0.010,40.353,22.525,-0.652,-0.474
2015-02-03,0.250,59.077,0.646,8.107,8.524,null,0.000,39.480,22.254,0.335,-0.644
2015-02-04,0.253,60.031,0.590,6.768,8.464,null,0.000,40.199,22.160,-0.575,-0.769
2015-02-05,0.272,59.613,0.640,6.048,8.430,null,0.090,39.883,22.507,-0.050,-0.459
2015-02-06,0.333,58.755,0.588,8.327,8.502,null,0.000,39.238,20.748,5.025,-0.807
2015-02-07,0.272,59.505,0.540,7.987,8.494,null,0.000,39.802,20.228,0.421,-1.026
2015-02-08,0.202,59.210,0.573,7.765,8.488,null,0.000,39.580,20.752,-0.256,-0.819
2015-02-09,0.231,58.704,0.581,7.180,8.441,null,0.710,39.200,22.196,-0.123,-0.569
2015-02-10,0.470,57.810,0.577,6.761,8.433,null,0.200,38.529,21.083,14.100,-0.475
2015-02-11,0.267,56.607,0.597,7.982,8.503,null,0.000,37.629,19.192,3.485,-0.617
2015-02-12,0.275,56.424,0.628,7.776,8.522,null,0.000,37.492,19.221,2.494,-0.606
2015-02-13,0.291,56.324,0.656,7.710,8.538,null,0.000,37.418,19.293,3.690,-0.582
2015-02-14,0.297,56.002,0.656,8.465,8.614,null,0.000,37.178,16.907,3.990,-0.654
2015-02-15,0.281,56.127,0.695,9.074,8.644,null,0.000,37.271,17.750,2.167,-0.527
2015-02-16,0.255,55.684,0.716,8.509,8.626,null,0.000,36.941,19.219,1.151,-0.373
2015-02-17,0.276,55.914,0.731,8.437,8.601,null,0.000,37.113,21.822,0.867,-0.165
2015-02-18,0.353,53.983,0.759,7.460,8.608,null,1.120,35.679,21.307,3.073,-0.151
2015-02-19,0.417,53.951,0.686,7.911,8.654,null,0.000,35.655,17.154,10.477,-0.634
2015-02-20,0.315,54.860,0.610,8.943,8.646,null,0.000,36.329,14.251,4.460,-0.926
2015-02-21,0.303,55.538,0.635,7.863,8.562,null,0.000,36.833,16.536,1.444,-0.764
2015-02-22,0.243,55.465,0.693,8.422,8.569,null,0.000,36.779,19.545,0.925,-0.512
2015-02-23,0.243,54.920,0.655,8.555,8.568,null,0.000,36.373,21.695,0.631,-0.619
2015-02-24,0.253,54.143,0.599,8.081,8.510,null,0.000,35.797,24.335,0.656,-0.693
2015-02-25,0.268,54.044,0.580,7.477,8.494,null,0.000,35.724,24.729,-0.166,-0.635
2015-02-26,0.305,54.105,0.655,6.987,8.472,null,0.000,35.769,26.299,-0.596,-0.355
2015-02-27,0.360,53.830,0.600,7.418,8.512,null,0.000,35.566,26.544,0.248,-0.732
2015-02-28,0.458,55.007,0.559,6.144,8.425,null,0.000,36.438,25.903,-0.646,-1.006
2015-03-01,0.553,56.410,0.553,6.690,8.394,null,0.000,37.482,26.548,-0.792,-1.085
2015-03-02,0.503,57.331,0.538,7.143,8.437,null,0.000,38.170,26.326,-0.931,-1.094
2015-03-03,0.541,57.475,0.511,6.682,8.404,null,0.000,38.278,25.374,-1.169,-1.109
2015-03-04,0.421,57.618,0.540,6.954,8.427,null,0.000,38.385,25.834,-1.133,-0.972
2015-03-05,0.486,56.783,0.587,7.119,8.438,null,0.000,37.761,26.102,-1.333,-0.807
2015-03-06,0.520,55.931,0.587,7.140,8.433,null,0.000,37.125,26.949,-1.512,-0.868
2015-03-07,0.701,56.671,0.553,7.154,8.412,null,0.140,37.677,26.444,-0.665,-1.020
2015-03-08,0.884,57.409,0.497,6.668,8.380,null,0.150,38.228,24.822,-0.550,-1.167
2015-03-09,0.690,57.632,0.505,7.953,8.469,null,0.160,38.395,25.477,-0.998,-1.080
2015-03-10,0.622,58.743,0.550,7.448,8.484,null,0.000,39.229,26.590,-1.010,-0.936
2015-03-11,0.577,59.524,0.571,6.654,8.455,null,0.000,39.816,27.133,-1.006,-0.897
2015-03-12,0.743,59.740,0.544,5.955,8.359,null,0.010,39.979,26.639,-1.119,-0.996
2015-03-13,0.671,59.984,0.516,6.761,8.383,null,0.030,40.163,25.843,-1.119,-1.061
2015-03-14,0.580,59.820,0.569,6.903,8.396,null,0.020,40.039,26.080,-1.067,-0.866
2015-03-15,0.588,59.452,0.572,7.093,8.400,null,0.000,39.762,27.037,-1.208,-0.886
2015-03-16,0.891,59.977,0.556,6.879,8.396,null,0.000,40.158,27.567,-1.123,-0.924
2015-03-17,0.654,59.716,0.607,7.348,8.358,null,0.000,39.963,27.810,-0.975,-0.742
2015-03-18,0.392,59.629,0.648,7.850,8.368,null,0.000,39.897,25.989,-0.573,-0.594
2015-03-19,0.416,59.740,0.706,7.425,8.397,null,0.000,39.980,26.350,-0.740,-0.441
2015-03-20,0.494,59.281,0.734,8.541,8.427,null,0.000,39.635,27.533,-0.760,-0.408
2015-03-21,0.529,59.001,0.705,7.822,8.405,null,0.000,39.423,27.463,-0.669,-0.491
2015-03-22,0.527,57.683,0.700,8.321,8.417,null,0.000,38.436,27.997,-0.490,-0.453
2015-03-23,0.465,58.316,0.726,7.141,8.406,null,0.000,38.912,27.498,-0.487,-0.306
2015-03-24,0.392,61.147,0.721,6.840,8.397,null,0.000,41.042,27.085,-0.556,-0.374
2015-03-25,0.407,60.893,0.667,7.412,8.409,null,0.000,40.850,27.198,-0.696,-0.619
2015-03-26,0.290,60.482,0.607,6.889,8.399,null,0.000,40.539,27.496,-0.672,-0.738
2015-03-27,0.624,61.202,0.644,6.690,8.415,null,0.600,41.085,27.268,0.360,-0.533
2015-03-28,0.803,61.118,0.632,7.867,8.502,null,0.000,41.020,23.483,1.892,-0.776
2015-03-29,0.594,61.315,0.545,8.556,8.561,null,0.010,41.172,20.518,0.369,-1.203
2015-03-30,0.683,61.877,0.495,8.396,8.605,null,0.000,41.596,20.515,-0.338,-1.325
2015-03-31,0.600,59.549,0.543,8.628,8.521,null,0.000,39.841,22.939,-0.506,-1.092
2015-04-01,0.632,57.227,0.599,8.028,8.501,null,0.000,38.095,24.451,-0.396,-0.899
2015-04-02,0.677,56.853,0.616,7.912,8.506,null,0.000,37.821,25.369,-0.483,-0.882
2015-04-03,0.642,52.978,0.583,9.153,8.578,null,0.000,34.952,25.492,-0.335,-0.959
2015-04-04,0.576,48.835,0.587,7.740,8.488,null,0.000,31.900,25.918,-0.577,-0.907
2015-04-05,0.585,56.599,0.597,7.716,8.477,null,0.000,37.671,27.549,-0.916,-0.865
2015-04-06,0.804,63.377,0.610,7.720,8.490,null,0.000,42.740,27.662,-1.006,-0.875
2015-04-07,0.781,63.663,0.601,7.705,8.530,null,0.000,42.956,27.535,-1.023,-0.917
2015-04-08,1.052,64.327,0.556,7.394,8.573,null,0.000,43.463,27.606,-1.023,-1.033
2015-04-09,0.996,65.133,0.557,7.182,8.656,null,0.000,44.080,27.431,-1.110,-1.032
2015-04-10,1.006,65.078,0.546,6.980,8.662,null,0.000,44.038,27.655,-1.169,-1.052
2015-04-11,0.940,65.012,0.555,7.032,8.614,null,0.000,43.987,28.405,-1.246,-1.008
2015-04-12,0.940,65.274,0.560,6.537,8.579,null,0.000,44.188,28.681,-1.258,-0.995
2015-04-13,0.869,65.546,0.601,6.519,8.565,null,0.000,44.397,28.478,-1.231,-0.906
